ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,log2err
GO:0072359,circulatory system development,466,0.334145624089956,1.38298949627514,0.000424696724312756,0.00704281828094703,0.00378575807900007,1788,"tags=30%, list=18%, signal=25%",4323/7422/10630/133/9037/6667/4313/51330/55553/6909/8038/5125/182/3690/9289/10611/2771/4015/196/23493/8324/7837/8837/285590/4327/57674/23554/8828/301/4814/22846/6662/8877/8091/6608/7132/4192/4017/6774/5154/10758/302/284361/1605/3037/2896/655/9444/4773/4854/358/221496/811/91010/22905/5315/2969/718/8862/2047/27161/10252/7453/6091/3592/6093/790/10413/1009/5970/2050/7057/27031/891/2064/56999/3339/2034/682/429/2246/3162/7412/83700/10451/4087/10959/57556/8642/8751/5469/4804/1889/8572/4522/144455/10516/25776/7494/6678/6491/9260/4691/284086/1848/71/2335/85377/8829/3315/9686/10267/11082/3696/3576/10253/7045/285/4627/7423/1942/7052/6591/51421/4059/290/1500/4887/6299/7040/286204/4089/6303/441478/11252/694/5371/672,0.49849310876659
GO:0097061,dendritic spine organization,58,-0.484914673395094,-1.38199650874555,0.0443786982248521,0.167890265079478,0.0902468162680793,2200,"tags=45%, list=23%, signal=35%",1020/8898/10458/5048/4088/23613/8499/547/5063/7804/2043/26037/9463/22924/5728/80823/998/84062/91752/50944/25791/9912/9456/816/9743/27067,0.261663521711573
GO:0006997,nucleus organization,84,0.398393661772159,1.37966760346767,0.0249167283230996,0.114044027682734,0.0613026038637988,2004,"tags=32%, list=21%, signal=26%",1663/6223/10783/23306/4000/23133/221496/4001/5347/23141/80346/6839/1674/4926/80314/7175/25777/23353/4928/5119/5371/983/23165/79643/91782/57122/26092,0.352487857583619
GO:0006936,muscle contraction,158,-0.427051993403327,-1.37913138733002,0.0136595917328714,0.0769605835950829,0.0413689718358697,1705,"tags=27%, list=18%, signal=23%",3781/342667/54795/84502/9826/148/8106/6323/5910/1131/6326/477/808/55799/3760/5604/781/6330/226/84193/388591/6327/844/488/30819/4629/1141/785/2775/2281/56704/782/322/801/5144/7341/6324/805/2257/29767/490/784/6334,0.380730400722792
GO:0071216,cellular response to biotic stimulus,107,0.39361576322819,1.37912806720791,0.0151801555096387,0.081813864943391,0.0439777781888212,1289,"tags=25%, list=13%, signal=22%",7431/7157/196/4057/3654/5914/54209/7132/79155/2635/3148/55829/64332/10221/7855/22904/5970/8243/23729/19/85363/22900/834/706/949/7494/6688,0.380730400722792
GO:0050852,T cell receptor signaling pathway,71,0.4186533618488,1.3783988624518,0.0309583515838873,0.130951142709235,0.0703907621480068,1095,"tags=24%, list=11%, signal=21%",11119/11118/25800/29085/8892/80381/10385/64332/10616/9976/3958/11314/3105/7430/3551/84106/975,0.352487857583619
GO:0050900,leukocyte migration,146,0.367069100779141,1.37817794078447,0.0104545976000784,0.0648800027534276,0.0348752423804278,1028,"tags=22%, list=11%, signal=20%",4323/7422/4313/6223/3690/5479/7130/301/4814/84818/54209/58191/4192/196527/54210/811/2150/928/718/79890/3592/6093/3958/11314/8772/7057/9948/30817/682/3162/7412/83700,0.380730400722792
GO:0030705,cytoskeleton-dependent intracellular transport,148,-0.430835238073014,-1.37774409795841,0.0192602684429193,0.0967599200346658,0.0520117990244923,2002,"tags=32%, list=21%, signal=26%",5048/26258/26160/89941/167691/119032/51626/118426/25893/8499/547/5195/57728/4744/3800/10128/1780/408/80128/4747/57576/3798/10947/11158/55605/55614/5813/5604/998/84062/4135/117178/55054/4133/7275/8655/26128/55638/90990/57700/1176/55207/6990/55088/4130/11127/22920/27067,0.352487857583619
GO:0001817,regulation of cytokine production,351,0.338947155327619,1.37749387157617,0.000594603569770043,0.00890236420523287,0.0047853282404483,1852,"tags=28%, list=19%, signal=23%",2149/11119/4828/3838/23139/84614/9261/56829/11118/54739/10972/83786/4057/9454/3133/3654/301/3625/5914/28951/23598/84818/57045/54209/8877/9235/1535/4192/81844/6774/80381/10758/3148/1660/117854/10385/9444/3106/2150/718/55829/55959/3592/3105/647087/3113/7855/8772/7353/5970/10644/4940/7057/54476/22900/682/3551/3162/834/706/975/215/54502/1652/23513/7494/2335/2597/201292/23601/3315/3304/113/3576/10010/340061/56957/79792/6591/3965/10643/9181/7040/10773/9516/4089/3428/3665/10384/9590/5371/672/63906/2146/567/2302/84861,0.477270815362862
GO:0008015,blood circulation,185,-0.418086599953744,-1.37595975099271,0.0173111545424786,0.0894162450052136,0.0480643200518329,1958,"tags=30%, list=20%, signal=24%",3751/7424/776/287/6915/5139/5592/4088/3781/54795/9270/84502/23576/148/5467/6323/5910/55328/6326/477/6508/808/3760/5604/781/6330/388591/6327/3680/10059/10159/488/30819/6505/153/2983/6714/2281/56704/491/801/659/7220/5144/5138/4142/9353/7341/6324/805/6833/2257/490/57731/6334,0.352487857583619
GO:0050670,regulation of lymphocyte proliferation,76,0.421574405469482,1.3757526054074,0.0202640609406053,0.100368940339618,0.053951772090915,1187,"tags=25%, list=12%, signal=22%",196/3133/301/57045/80381/10385/4773/54440/3592/3958/11314/3105/3113/8772/7412/10451/975/3485/23513,0.352487857583619
GO:1902806,regulation of cell cycle G1/S phase transition,117,0.384484954959608,1.37396573142003,0.0269192709223562,0.119578235044572,0.0642774314676318,2154,"tags=43%, list=22%, signal=34%",86/1031/6909/7157/8110/7465/9274/595/1017/894/55159/4582/4921/163859/81610/6599/5962/79027/6605/6598/29117/84967/1981/144455/5721/6240/1263/6491/6603/7114/6602/51499/10263/1030/5591/27085/5720/60/5933/5694/2146/54623/5777/340152/6657/56892/6604/6241/8289/3275,0.352487857583619
GO:0030307,positive regulation of cell growth,97,0.388282055131302,1.36869283221278,0.0361528186143151,0.147691088627696,0.0793890612627636,438,"tags=12%, list=5%, signal=12%",4323/7422/7431/9037/9423/3021/8877/1535/27185/84879/55602/58191,0.321775918075361
GO:0070663,regulation of leukocyte proliferation,85,0.397695603766507,1.36634077528046,0.023302275752293,0.109861338447295,0.0590542639331995,1187,"tags=24%, list=12%, signal=21%",4828/196/3133/301/57045/80381/10385/4773/54440/3592/3958/11314/3105/3113/8772/7412/10451/975/3485/23513,0.352487857583619
GO:0007033,vacuole organization,156,-0.418166581839203,-1.36633443435301,0.0210623661258202,0.102506187190263,0.0551006160918367,1618,"tags=22%, list=17%, signal=18%",23256/157807/79837/57535/11345/51172/65082/1386/9066/57132/9706/134829/91056/84286/23341/8396/537/55054/55102/84557/22930/527/10159/488/5532/23032/29978/55207/65018/535/23710/51382/23400/29979,0.352487857583619
GO:1901293,nucleoside phosphate biosynthetic process,201,-0.411663082910176,-1.3645882470086,0.0110025694257147,0.0676629938845898,0.0363711962355891,2110,"tags=32%, list=22%, signal=25%",4729/55229/4722/4723/159/29922/23057/102157402/27010/134145/9061/5071/79993/521/31/93974/513/5636/6391/115/509/26289/5164/5634/221264/2762/9497/84833/108/5604/4715/139596/498/10632/55967/54981/4711/226/133686/6785/9060/4725/11332/4698/347736/2977/374291/8564/527/4706/5095/2983/80146/23305/55312/65018/132789/53354/4714/516/4719/55907/9556/107,0.380730400722792
GO:0043122,regulation of canonical NF-kappaB signal transduction,183,0.349123255703783,1.36176651571605,0.0173973742516425,0.0896421481586463,0.0481857507993069,1535,"tags=24%, list=16%, signal=21%",7422/2149/347734/10783/56829/8837/9618/84166/4057/7706/3956/3654/389/54209/55504/7132/79155/6774/10758/8795/2150/3987/10616/8772/5970/85363/80833/22900/3551/3162/84875/834/10135/80216/6688/7114/2597/3315/84336/3304/57153/10010/56957/54469,0.352487857583619
GO:0009612,response to mechanical stimulus,97,0.386017947698536,1.3607118617465,0.0387122455978361,0.154702345097413,0.0831578537781094,1159,"tags=26%, list=12%, signal=23%",7846/4323/4313/3690/9780/6662/1535/7132/4192/5723/4921/1265/1605/8795/358/8772/835/7057/891/117531/9020/23621/834/2353/3485,0.321775918075361
GO:0000724,double-strand break repair via homologous recombination,114,0.386296839905041,1.36007168703623,0.0145354685305931,0.0793527518746478,0.0426548449096064,1301,"tags=19%, list=13%, signal=17%",86/29128/2521/641/84515/55159/7517/5347/6421/4171/5980/2237/84296/55257/4172/80314/65980/9401/4174/375757/23503/7156,0.380730400722792
GO:0009117,nucleotide metabolic process,278,-0.398215700268839,-1.35922521756213,0.0086893971550937,0.0585770862531876,0.0314872070641399,1668,"tags=28%, list=17%, signal=24%",28964/521/93974/513/55190/8930/5636/6391/3607/115/509/26289/168537/2821/5634/51292/221264/477/3312/55270/402/9497/84833/108/79661/6817/5604/10846/4715/139596/498/10632/79751/55967/54981/5515/5143/4711/226/133686/230/56953/10059/8604/84618/9060/4725/7345/4698/5141/347736/3094/2977/374291/8505/8564/527/23530/4706/4354/130752/2983/6714/5213/55312/65018/3945/863/4714/516/260425/27115/4719/9556/5144/5138/2806/10900/107,0.380730400722792
GO:0050684,regulation of mRNA processing,99,0.38687055337852,1.35857627532193,0.0314336818724173,0.132253377369492,0.0710907582559799,1673,"tags=31%, list=17%, signal=26%",5725/677/6428/3006/1660/3007/9444/27316/4857/6434/9343/29115/6628/22938/25980/891/9939/10179/22916/6427/54502/6433/29890/57018/64783/6651/51585/728642/22985/10772/4928,0.321775918075361
GO:0048729,tissue morphogenesis,177,0.360778222969824,1.35800511521146,0.00868016583300147,0.0585770862531876,0.0314872070641399,1951,"tags=36%, list=20%, signal=29%",7422/10630/4313/6909/9955/3690/23493/4609/6239/8828/3371/89958/389/6662/8091/6608/10979/4192/5154/977/255743/5898/1605/960/655/780/388585/6781/6091/10413/25902/27031/9948/682/2246/4087/8642/5469/23513/4522/1289/6491/71/8829/3675/6591/54903/2297/1500/6299/7040/286204/4089/60/441478/2247/5727/57216/23654/79971/25865/6664/10395,0.380730400722792
GO:0006753,nucleoside phosphate metabolic process,370,-0.38974468692492,-1.35793093604166,0.00691685164806438,0.0495570695328212,0.0266386365331889,1668,"tags=27%, list=17%, signal=23%",28964/79993/521/31/93974/513/3295/55190/55711/8930/5636/6391/3607/115/509/26289/5164/168537/2821/5634/3157/51292/221264/477/2762/3312/55270/402/10005/9497/84833/8803/108/79661/6817/2135/5604/10846/4715/139596/498/10632/79751/55967/54981/5515/5143/4711/226/133686/26027/84649/2592/230/56953/6785/10059/8604/84618/9060/4725/7345/11332/4698/5141/347736/3094/2977/374291/8505/8564/527/23530/4706/4354/130752/5095/2983/80146/23305/6714/5213/55312/65018/132789/53354/3945/863/4714/516/260425/27115/4719/55907/9556/5144/5138/2806/10900/107,0.407017918923954
GO:0045087,innate immune response,478,0.330339157433739,1.35728740187219,0.000133896180314727,0.00317439258948399,0.00170634565768478,1975,"tags=28%, list=20%, signal=24%",8348/8970/6472/4828/8342/7157/6223/9261/8344/56829/9212/11018/4261/9618/8343/84166/4057/720/3133/5648/7706/8347/3654/51296/301/6170/4814/8341/54209/348/1535/9246/79155/653361/2635/58191/81844/2197/3430/3148/8339/1660/117854/54210/7184/3017/8349/2896/3106/113277/2150/10695/714/8346/718/64332/10410/6421/3592/4841/3958/11314/3105/647087/81622/3113/3107/8772/7353/5970/1398/4940/29927/85363/22900/3551/121260/834/8751/54502/10581/5721/8345/80216/6688/837/57590/1435/25942/84885/2597/201292/23601/3304/113/10010/340061/5094/79792/51667/5591/3965/55210/1452/10454/9181/5720/151636/7040/89790/7942/6773/3428/3665/5322/5694/5371/55577/63906/55646/567/10212/6502/4690/29800/9051/51279/10492/60489/51304/79132/10318/100507436/5777/3140/3018,0.518848077743792
GO:0010564,regulation of cell cycle process,441,0.324064582389615,1.35663800096336,0.0011378004657121,0.0141221116626619,0.00759112278448202,1990,"tags=30%, list=21%, signal=25%",86/678/1031/1663/6909/7157/5982/3014/9055/10783/9212/1019/9319/4609/8110/641/677/7465/54892/9274/595/1017/332/83903/6662/8091/894/55159/23397/4582/10460/4921/9555/11130/10926/22809/163859/81620/655/338657/81610/63967/56852/90417/1407/10403/7517/5347/7756/84444/9700/8451/2237/9675/221908/4751/6599/5962/79027/6605/891/79968/6598/256364/4926/80279/29117/51203/10051/9031/147841/84967/57018/23503/1981/144455/5721/6240/1263/6491/6603/7175/7114/6602/8899/11004/51499/5984/26271/10263/3304/1030/51343/4288/84126/728642/23137/5983/5591/55755/10615/80179/2177/27085/5720/151636/7040/9735/5119/146956/9787/51053/60/4085/5933/5694/672/2146/580/54623/983/84861/10635/79643/8881/65975/81669/10733/91782/5777/79915/993/340152/9088,0.45505986738723
GO:0051701,biological process involved in interaction with host,91,0.395410838535766,1.35642132597807,0.0260531983473776,0.117083182752167,0.0629362546834666,2507,"tags=44%, list=26%, signal=33%",3690/4057/79720/7706/3956/3625/950/1605/4684/6510/79581/85363/682/975/949/8829/23601/3304/3576/6404/3609/4627/3965/290/5119/90861/983/79643/91782/5034/920/27183/558/1803/10572/55223/5359/51193/6993/3949,0.352487857583619
GO:0033157,regulation of intracellular protein transport,93,-0.446714585900579,-1.35597266549773,0.0479548660084626,0.175397127968023,0.094282014351372,1007,"tags=17%, list=10%, signal=16%",9024/51201/2932/9912/27248/4302/79752/3843/5295/6653/25956/11261/56850/7341/23400/9495,0.245041785430996
GO:0050779,RNA destabilization,78,0.39338661608699,1.35525903854885,0.0392667241668876,0.156178676705246,0.0839514330085653,2543,"tags=37%, list=26%, signal=28%",678/23351/677/11044/1660/27161/6093/85463/25804/51690/192669/23034/5436/85456/23019/10658/10492/340152/23318/56339/55095/26058/5073/4076/7538/3192/4848/79066/8570,0.321775918075361
GO:0099173,postsynapse organization,148,-0.42276669262646,-1.35194214425142,0.0345268542199488,0.143267772672747,0.0770113761593843,1822,"tags=33%, list=19%, signal=27%",4088/23613/9040/8499/547/5063/7804/64101/28964/4744/2043/9369/6453/26037/89910/4884/4747/9463/22924/2894/84687/5728/80823/9844/998/9890/84062/26999/91752/51201/4983/50944/91851/25791/9912/51517/729956/2185/9456/9378/816/25945/9215/57524/23229/57142/9743/8506/27067,0.276500599254472
GO:0051301,cell division,382,0.333611403320096,1.35087148440112,0.000837459252779761,0.0112909841748581,0.00606929397503684,2020,"tags=32%, list=21%, signal=27%",7846/7422/678/10399/10801/25937/2771/9055/10783/9212/1019/93323/4609/641/83461/7465/54892/595/1017/89958/8812/389/332/113130/8091/894/4192/23397/10460/5154/136647/11130/140710/117583/5898/163859/81620/23194/54930/81610/90417/91272/80709/10403/5347/7756/23141/27443/79023/9700/85440/8451/6093/128239/116840/80346/3978/4751/8243/891/2246/11078/256364/10274/4926/3068/51203/8897/6242/10051/1021/147841/23503/144455/1263/7175/348995/11004/9918/26271/27338/6651/10263/121441/26586/346389/112574/4627/51343/7423/56034/23137/8636/10788/10615/1452/80179/9181/54820/7040/9735/5119/1163/55726/84552/22897/4085/983/84861/2247/3833/79643/5727/8881/257364/2494/91782/993/1164/4735/55051/10713/54908,0.477270815362862
GO:0009165,nucleotide biosynthetic process,143,-0.420928174466004,-1.35054962409347,0.0368421052631579,0.14963780963477,0.0804354910421644,2110,"tags=35%, list=22%, signal=28%",4729/4722/4723/159/29922/23057/102157402/134145/9061/5071/521/93974/513/5636/6391/115/509/26289/5634/221264/9497/84833/108/5604/4715/139596/498/10632/55967/54981/4711/226/133686/9060/4725/4698/347736/2977/374291/8564/527/4706/2983/55312/65018/4714/516/4719/9556/107,0.271288554688953
GO:0032271,regulation of protein polymerization,114,-0.426320826622195,-1.3504528268469,0.0492866407263294,0.17807330810369,0.0957205536072932,1393,"tags=23%, list=14%, signal=20%",22924/55605/119/402/79441/5217/26999/5515/9659/4133/5921/27124/2185/9530/6710/23271/65018/6709/2039/23116/51466/9353/5581/29767/57731/5058,0.231126709673834
GO:0043066,negative regulation of apoptotic process,366,0.32861302088383,1.34965399133413,0.000817498484143173,0.0112007909191045,0.00602081198487045,1130,"tags=18%, list=12%, signal=17%",7422/10630/9037/2149/308/10399/7157/3690/2771/10541/9212/64855/4609/8837/754/4057/301/26471/332/6662/54209/8877/8091/581/894/79155/5831/4192/4582/6774/3065/4921/5757/22809/1605/960/7184/367/2896/655/358/11167/5347/23141/55829/5598/4841/3958/10413/10795/3601/8772/835/5970/8531/7057/2019/2064/3339/429/3162/1410/7009/6418/5469/665,0.477270815362862
GO:0002703,regulation of leukocyte mediated immunity,91,0.393359356446207,1.34938390114054,0.0290786912670459,0.125107983871559,0.0672498624549884,1968,"tags=27%, list=20%, signal=22%",196/9846/3133/54209/3106/2150/3592/11314/3105/7855/3107/8772/1398/30817/121260/975/6688/5880/3965/7040/567/2302/84861/100507436/3140,0.352487857583619
GO:0048771,tissue remodeling,61,0.42572889337909,1.34909868931796,0.0440867154569453,0.167509827754235,0.0900423180657776,981,"tags=20%, list=10%, signal=18%",4323/2149/4313/3690/4192/4921/51430/338773/116985/6093/1200/2034,0.321775918075361
GO:2000147,positive regulation of cell motility,283,0.334928642786857,1.3478042009,0.0039886491297176,0.0331340537941108,0.0178106983365487,1420,"tags=24%, list=15%, signal=21%",4323/7422/10630/9037/2149/6667/57580/4313/9423/10399/284119/3690/7130/2771/6239/8828/301/3488/389/6662/54209/8877/6608/29085/58191/10979/4192/6774/196527/5154/4921/7205/977/284361/3037/2896/655/811/2150/27161/85440/83706/3592/3958/54859/10795/8772/1398/9043/7057/682/2246/3162/83700/5328/57556/949/7494/6678/6688/7114/81/80031/1435/25777/26271/71/2335/8829,0.407017918923954
GO:0001894,tissue homeostasis,101,0.390798130259521,1.3456822259101,0.0261356298939671,0.117083182752167,0.0629362546834666,1028,"tags=18%, list=11%, signal=16%",7846/7422/2149/3690/25937/6662/341640/84879/3915/338773/12/116985/64332/10413/1200/27031/682/83700,0.352487857583619
GO:0060249,anatomical structure homeostasis,101,0.390798130259521,1.3456822259101,0.0261356298939671,0.117083182752167,0.0629362546834666,1028,"tags=18%, list=11%, signal=16%",7846/7422/2149/3690/25937/6662/341640/84879/3915/338773/12/116985/64332/10413/1200/27031/682/83700,0.352487857583619
GO:0060341,regulation of cellular localization,316,-0.389969170699922,-1.34537759551872,0.0114007089874879,0.0686319428348057,0.0368920397630079,1739,"tags=24%, list=18%, signal=20%",288/5071/55432/342667/54795/28964/9270/4744/23256/11235/1780/408/8650/80128/5467/23479/26060/3208/1213/258010/84687/5594/54585/5604/81831/6248/9024/51201/781/2932/23255/226/404636/9912/4133/27248/4302/10439/79752/3843/5295/57628/10580/10079/8655/5532/5595/7260/9572/6653/25956/6714/50855/23136/1946/11261/9378/816/8766/6990/9847/54550/56850/2039/22876/9215/2044/7341/5581/6833/65009/23400/133308/9495/5058/22841,0.380730400722792
GO:2000045,regulation of G1/S transition of mitotic cell cycle,103,0.386934176174247,1.34523618664989,0.0467786574284319,0.172603365934053,0.0927802707639335,1784,"tags=36%, list=18%, signal=30%",86/1031/7157/8110/7465/9274/595/1017/894/55159/4582/4921/163859/6599/5962/79027/6605/6598/29117/84967/1981/144455/5721/6240/1263/6491/6603/6602/51499/10263/1030/5591/27085/5720/60/5933/5694,0.321775918075361
GO:2001252,positive regulation of chromosome organization,65,0.411088949095333,1.34398134822444,0.0496441547745845,0.179058404400638,0.0962500768912961,1349,"tags=23%, list=14%, signal=20%",86/1663/9212/4609/1017/23397/9555/4798/2237/4751/26277/4926/10051/7175/9918,0.321775918075361
GO:0046034,ATP metabolic process,126,-0.423778216608919,-1.34326878763728,0.0353866317169069,0.145689352044241,0.0783130587108671,1722,"tags=31%, list=18%, signal=26%",5071/28964/521/93974/513/6391/3607/509/26289/2821/477/3312/402/84833/5604/4715/498/10632/55967/5515/4711/226/230/10059/4725/7345/4698/374291/8505/527/4706/6714/5213/65018/863/4714/516/4719/9556,0.276500599254472
GO:0051962,positive regulation of nervous system development,125,-0.424228610373368,-1.34201682169743,0.048582995951417,0.175983041128738,0.0945969629122017,556,"tags=14%, list=6%, signal=14%",57463/347731/64218/53335/1946/22865/9378/816/9513/659/26050/9746/9353/80059/9148/27020/27067/5058,0.237793834423688
GO:0072657,protein localization to membrane,260,-0.396333371303657,-1.34167264235285,0.0158259104020479,0.0843249266371742,0.0453275605791783,1761,"tags=27%, list=18%, signal=23%",9211/23062/288/5071/64101/55670/342667/1741/57728/2580/28964/9270/30818/408/257194/8650/4884/26060/9463/1213/9863/5590/79803/8548/84687/7070/54585/10098/1363/6812/22979/5604/81831/84062/6248/54997/51201/285172/91851/9912/537/10439/5295/57628/729956/10580/2066/6804/10133/9530/5064/6653/9693/23136/9378/816/8766/9847/27065/54550/56850/9215/5581/10858/23167/51560/57731/784/9495/22841,0.352487857583619
GO:0016236,macroautophagy,236,-0.394345756993325,-1.340559850443,0.0297596370576517,0.127368832031734,0.0684651464288673,1756,"tags=21%, list=18%, signal=17%",11152/5071/55432/26249/143187/93974/23256/79837/57535/11345/3964/65082/83933/57132/9706/7405/23092/55335/149371/27244/84937/23341/60592/5862/7416/8396/10059/55054/7345/55102/84557/22930/8508/23770/527/488/10133/23032/6714/29978/55207/65018/801/535/9236/23710/51382/23400/29979,0.352487857583619
GO:0000723,telomere maintenance,107,0.381562667693951,1.33689713059176,0.0273303607079214,0.120254767923122,0.0646410912567266,1106,"tags=17%, list=11%, signal=15%",86/7157/9212/4609/641/7011/4000/1017/328/4798/7517/2237/5981/3978/4751/26277/64421/9401,0.352487857583619
GO:0055086,nucleobase-containing small molecule metabolic process,383,-0.382914345127495,-1.33678666831063,0.00663251155207513,0.0483502394227276,0.0259899236661216,1668,"tags=26%, list=17%, signal=23%",28964/79993/521/31/93974/513/3295/55190/55711/8930/5636/6391/3607/115/509/26289/5164/168537/2821/5634/3157/51292/221264/477/2762/3312/55270/402/10005/9497/84833/8803/108/79661/6817/2135/5604/10846/4715/139596/498/10632/79751/55967/54981/5515/5143/4711/226/133686/26027/84649/2592/230/56953/6785/10059/8604/84618/9060/4725/7345/11332/4698/5141/347736/3094/2977/374291/8505/8564/527/23530/4706/4354/130752/5095/2983/80146/23305/6714/5213/55312/65018/132789/53354/3945/863/4714/516/260425/27115/4719/55907/9556/5144/5138/2806/10900/107,0.407017918923954
GO:0006511,ubiquitin-dependent protein catabolic process,418,-0.382081698521234,-1.33565692024547,0.00881507243214093,0.0590469931168805,0.0317397982335608,1832,"tags=22%, list=19%, signal=19%",1457/26091/10116/8533/283212/23291/1762/5071/165918/127544/130507/26249/196394/5716/23072/408/10966/25827/54813/89910/9604/123803/122416/79734/92714/79589/5728/55175/9097/79018/57132/80028/3093/23510/57563/5747/8065/51185/166348/9147/339451/116988/6049/285231/84937/55295/23219/2932/157574/146330/7267/29945/54467/10040/84541/7345/22980/57092/390595/93611/4008/7320/23276/2185/23032/159090/57531/8916/80762/84078/29978/79699/65018/84961/150726/863/161725/200933/8314/54620/6468/4130/7341/26273/8945/51646/5601/54764/29979/54778/64839/23077,0.380730400722792
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,302,-0.390106752169865,-1.33446211952022,0.0164584637522299,0.0864940436294027,0.0464935358819687,1249,"tags=15%, list=13%, signal=14%",55175/9097/79018/80028/23510/57563/8065/51185/166348/9147/339451/116988/285231/84937/55295/23219/2932/157574/146330/29945/84541/7345/22980/57092/93611/4008/7320/23276/159090/80762/84078/79699/84961/150726/863/200933/54620/6468/4130/7341/26273/8945/51646/5601/64839/23077,0.352487857583619
GO:0007623,circadian rhythm,112,-0.426591048953214,-1.3343093288267,0.043360433604336,0.166195304096547,0.0893357161972342,997,"tags=15%, list=10%, signal=14%",6096/2932/1408/6785/23596/11245/23373/153/1141/9572/1960/114781/8945/3737/107/5601/23077,0.252961123069611
GO:0070371,ERK1 and ERK2 cascade,139,0.357904948786915,1.33305625248619,0.0363547434402085,0.148372357173772,0.0797552666367191,1420,"tags=27%, list=15%, signal=23%",7422/678/2149/1846/3690/2771/4609/8837/677/154043/6662/54209/348/6764/10979/5154/7936/4921/255743/960/81610/2150/11221/2047/10252/467/2064/2246/7430/57556/1652/10135/7494/1847/1848/2335/8829,0.321775918075361
GO:0043069,negative regulation of programmed cell death,385,0.328178921354705,1.33268348931231,0.00112482978195137,0.0140023058402206,0.00752672301692799,1642,"tags=24%, list=17%, signal=20%",7422/10630/9037/2149/308/10399/7157/3690/9289/2771/10541/9212/64855/4609/8837/754/4057/301/26471/332/6662/54209/8877/8091/581/894/79155/5831/4192/4582/6774/3065/4921/5757/22809/1605/960/7184/367/2896/655/358/11167/5347/23141/55829/5598/4841/3958/10413/10795/3601/8772/835/5970/8531/7057/2019/2064/3339/429/3162/1410/7009/6418/5469/665/5329/7494/9021/1263/6491/51499/8829/6651/91039/23601/501/3315/3304/54469/10253/6195/4595/7423/5591/6591/81567/47/1603/55210,0.45505986738723
GO:0006275,regulation of DNA replication,73,0.404998345864046,1.33267902399349,0.047964048738175,0.175397127968023,0.094282014351372,2175,"tags=36%, list=22%, signal=28%",86/7465/157570/1017/10926/1660/81620/4798/4171/8451/54107/4172/4174/144455/9767/26271/11177/51053/122769/983/54108/79915/993/5930/890/7126,0.321775918075361
GO:0045333,cellular respiration,183,-0.406468621813801,-1.33120445210731,0.030902348578492,0.130931637551442,0.0703802774520016,1668,"tags=27%, list=17%, signal=23%",28964/521/93974/513/4513/6391/92259/3607/54902/509/23479/5164/2821/7381/3416/402/8803/4514/4715/498/10632/55967/5515/56181/205327/9016/4711/1346/226/230/4725/7345/4698/90624/374291/23596/23530/4706/130752/9377/3419/80219/6714/7385/5213/65018/1345/863/4714/4719,0.287857117255149
GO:0002009,morphogenesis of an epithelium,144,0.35607717210099,1.33108969703541,0.0207948685048371,0.10168522026699,0.054659318015074,1000,"tags=21%, list=10%, signal=19%",7422/10630/4313/6909/9955/3690/4609/6239/3371/89958/389/6662/6608/10979/4192/5154/977/255743/5898/1605/960/655/780/388585/10413/25902/27031/9948/682/2246,0.352487857583619
GO:0010506,regulation of autophagy,219,-0.400453865035696,-1.33063197101822,0.0204506039598757,0.100819566250789,0.0541939990824078,1917,"tags=24%, list=20%, signal=20%",11043/116442/112936/9711/66036/1457/9681/5291/11152/5071/93974/23256/3953/26191/79837/3607/25827/64798/340485/57535/258010/9706/7405/5604/149371/27244/60592/2932/23255/1612/7416/8396/10059/55054/7345/22930/23770/527/10133/23032/219771/29978/10325/65018/373/10769/535/3708/51382/23400/55847/326624/29979,0.352487857583619
GO:0015980,energy derivation by oxidation of organic compounds,224,-0.397983835784613,-1.33009358690316,0.0240075477485133,0.110965883350193,0.0596479949685547,1668,"tags=27%, list=17%, signal=23%",28964/521/93974/513/3953/4513/6391/92259/3607/54902/5257/509/23479/5164/2821/7381/3416/402/8803/9852/5837/4514/4715/498/10632/55967/5515/56181/205327/9016/2932/4711/1346/226/90673/230/4725/7345/4698/55102/90624/10580/374291/23596/23530/4706/130752/9377/3419/9572/80219/6714/7385/5213/65018/1345/863/4714/4719/23710,0.352487857583619
GO:0061157,mRNA destabilization,77,0.393749115710109,1.32955455206101,0.0417792739260192,0.163097628092323,0.0876706083538527,2543,"tags=38%, list=26%, signal=28%",678/23351/677/11044/1660/27161/6093/85463/25804/51690/192669/23034/5436/85456/23019/10658/10492/340152/23318/56339/55095/26058/5073/4076/7538/3192/4848/79066/8570,0.321775918075361
GO:0019941,modification-dependent protein catabolic process,425,-0.378510586792959,-1.32826638790753,0.00697137637952434,0.0497786942835748,0.0267577674914506,1832,"tags=22%, list=19%, signal=19%",1457/26091/10116/8533/283212/23291/1762/5071/165918/127544/130507/26249/196394/5716/23072/408/10966/25827/54813/89910/9604/123803/122416/79734/92714/79589/5728/55175/9097/79018/57132/80028/3093/23510/57563/5747/8065/51185/166348/9147/339451/116988/6049/285231/84937/55295/23219/2932/157574/146330/7267/29945/54467/10040/84541/7345/22980/57092/390595/93611/4008/7320/23276/2185/23032/159090/57531/8916/80762/84078/51449/29978/79699/65018/84961/150726/863/161725/200933/8314/54620/6468/4130/7341/26273/8945/51646/5601/54764/29979/54778/64839/23077,0.407017918923954
