Gene_ID,Gene_Symbol,Gene_Description,randomSummary,randomCi.lb,randomCi.ub,randomP,FDR,het_QE,het_QEp,Regulation
ENSG00000063854,HAGH,hydroxyacylglutathione hydrolase,-1.18571979747457,-1.63914563453441,-0.73229396041474,2.96978628001901e-07,2.81102761159183e-05,1.01255170638317,0.314292304301142,DOWN
ENSG00000064692,SNCAIP,synuclein alpha interacting protein,1.30641235883286,0.455633007466212,2.15719171019951,0.0026157612227723,0.02966677454002,0.181373805370826,0.67019526258246,UP
ENSG00000065154,OAT,ornithine aminotransferase,-1.09394689324178,-1.5045682794494,-0.68332550703415,1.77393407104727e-07,1.8912004496386e-05,0.135921256128015,0.712369984687605,DOWN
ENSG00000065320,NTN1,netrin 1,1.82891435855754,1.00012554172119,2.65770317539389,1.52452868668565e-05,0.000662679250590227,0.13231525101311,0.716043482608721,UP
ENSG00000065559,MAP2K4,mitogen-activated protein kinase kinase 4,-1.31544821869705,-1.62193334259896,-1.00896309479514,4.02201006955298e-17,2.03674589922163e-13,0.211114165324373,0.645895530810412,DOWN
ENSG00000065911,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",1.67637645759562,0.509655485616846,2.84309742957439,0.00486060525461038,0.0463106397165512,0.0194170435337027,0.889177490723759,UP
ENSG00000067182,TNFRSF1A,TNF receptor superfamily member 1A,1.17046785067176,0.36296297634402,1.97797272499951,0.00449804364352862,0.0437619462263764,0.394627204018283,0.529877119789231,UP
ENSG00000067191,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1,-1.08748677822099,-1.67599630486857,-0.498977251573412,0.00029261579572936,0.00611054181267414,0.0104983887996775,0.918390255032157,DOWN
ENSG00000067840,PDZD4,PDZ domain containing 4,-1.29558578859135,-2.17805480135563,-0.413116775827055,0.00400844372826228,0.04023539948448,0.368389178634073,0.543883615633374,DOWN
ENSG00000068383,INPP5A,inositol polyphosphate-5-phosphatase A,-1.02630081705642,-1.73331491659026,-0.319286717522579,0.00444000800765455,0.0434057925690399,0.657506232433037,0.417441719904446,DOWN
ENSG00000068400,GRIPAP1,GRIP1 associated protein 1,-1.62256635427296,-2.4474538404062,-0.797678868139718,0.000115597595691992,0.00304888658637629,0.0363142819114188,0.848867929348272,DOWN
ENSG00000068831,RASGRP2,RAS guanyl releasing protein 2,-1.43133800045581,-2.3136968288643,-0.548979172047311,0.00147580701770829,0.0196568942208389,0.665997049710981,0.414450708627373,DOWN
ENSG00000069424,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,-1.73601918818388,-2.661560081162,-0.810478295205771,0.0002366721750996,0.00526816657012912,0.365496284120915,0.545469472565622,DOWN
ENSG00000069966,GNB5,G protein subunit beta 5,-1.34158977456989,-2.08267114445831,-0.600508404681475,0.00038794765936852,0.00755602671939303,1.19979840563221,0.273361974231024,DOWN
ENSG00000070182,SPTB,"spectrin beta, erythrocytic",-1.84835814855665,-3.00358149315259,-0.69313480396072,0.00171302069050879,0.022017098418113,1.33391561284621,0.248109819035462,DOWN
ENSG00000070961,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,-2.14258296515698,-2.8990609900844,-1.38610494022956,2.83662415715944e-08,4.78822157728514e-06,0.0298568798468557,0.862815370027878,DOWN
ENSG00000071246,VASH1,vasohibin 1,1.00549946092156,0.352134590510708,1.65886433133242,0.00255882191362858,0.0292173036541491,0.0134220980133684,0.907768428278403,UP
ENSG00000071539,TRIP13,thyroid hormone receptor interactor 13,1.72452623497612,0.805722246010854,2.64333022394138,0.000234420742629326,0.00522954467257668,0.609059862843669,0.435142008115017,UP
ENSG00000071575,TRIB2,tribbles pseudokinase 2,1.86834421133298,0.671720944833469,3.06496747783248,0.00221201054534567,0.0264813744719396,2.0267725282434,0.154548505376728,UP
ENSG00000074527,NTN4,netrin 4,-1.92506157842095,-3.00058150267325,-0.849541654168641,0.000451287954233299,0.00835583985461582,0.217193392678749,0.641186783945568,DOWN
ENSG00000074590,NUAK1,NUAK family kinase 1,-1.65137168541283,-2.54409942869505,-0.758643942130609,0.000288347148205153,0.00604941382540798,0.00296637233834966,0.956565160397158,DOWN
ENSG00000074706,IPCEF1,interaction protein for cytohesin exchange factors 1,-3.03505477671975,-4.86788479918742,-1.20222475425208,0.00117211269119255,0.0168246618824722,3.06088292832437,0.080198080274847,DOWN
ENSG00000075420,FNDC3B,fibronectin type III domain containing 3B,1.13893286122982,0.38685667142382,1.89100905103583,0.00299607876779619,0.0324885286512203,0.371240032910052,0.542329118679374,UP
ENSG00000075461,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4,2.24102943357914,0.87097623155155,3.61108263560673,0.00134612284589298,0.0185238209010925,1.95167839912736,0.162406101993973,UP
ENSG00000075618,FSCN1,fascin actin-bundling protein 1,1.33463437156524,0.536077357432845,2.13319138569763,0.00105399479819981,0.015698322523776,0.100341312067612,0.751420430076751,UP
ENSG00000075945,KIFAP3,kinesin associated protein 3,-1.04337152574217,-1.4471767990968,-0.639566252387531,4.10012594566827e-07,3.6109630937155e-05,0.433235162027446,0.510405758376121,DOWN
ENSG00000076604,TRAF4,TNF receptor associated factor 4,1.60189840936492,0.711769940706495,2.49202687802334,0.000419975733286892,0.00793097324064719,0.705635812616951,0.400896434582523,UP
ENSG00000078725,BRINP1,BMP/retinoic acid inducible neural specific 1,-2.6112840213928,-4.44621223446258,-0.776355808323022,0.00528347905231776,0.0494100423286004,1.96320804162762,0.161170639366661,DOWN
ENSG00000079308,TNS1,tensin 1,1.49354235692764,1.10981765062907,1.8772670632262,2.37283463859465e-14,4.80641384393733e-11,0.145863197989473,0.702520402343582,UP
ENSG00000080224,EPHA6,EPH receptor A6,-2.56368193969604,-3.43630221474132,-1.69106166465077,8.50143225791341e-09,1.87179360669885e-06,0.653850691182972,0.418739312006834,DOWN
ENSG00000081803,CADPS2,calcium dependent secretion activator 2,-1.86102746167735,-2.91121969383947,-0.810835229515237,0.000514257037599438,0.00923114513072092,0.489021228732481,0.484364237014869,DOWN
ENSG00000082397,EPB41L3,erythrocyte membrane protein band 4.1 like 3,-1.46849743011561,-2.33949330592961,-0.597501554301601,0.000951474557098,0.0145215943851815,0.990866496865019,0.319530687277172,DOWN
ENSG00000084444,FAM234B,family with sequence similarity 234 member B,-1.52684198175583,-2.05081768052596,-1.00286628298571,1.12150505463561e-08,2.22717709673519e-06,0.481803647203647,0.487606472462191,DOWN
ENSG00000084731,KIF3C,kinesin family member 3C,-1.21553786703724,-1.72733885926446,-0.703736874810027,3.24051924080521e-06,0.000198908962853789,0.423783534366969,0.515055146381465,DOWN
ENSG00000085117,CD82,CD82 molecule,1.34143659017177,0.554706937432629,2.12816624291092,0.000832087168113474,0.0131883862889722,0.708731787439967,0.399865149467427,UP
ENSG00000086015,MAST2,microtubule associated serine/threonine kinase 2,1.17713617940066,0.63674695272145,1.71752540607987,1.95988519564426e-05,0.000813513002519878,0.361915485917961,0.547444343470826,UP
ENSG00000086300,SNX10,sorting nexin 10,-1.53949352414277,-2.51905232570825,-0.559934722577286,0.00206780217571138,0.0251792953187791,0.00151207314170021,0.968981769092293,DOWN
ENSG00000087088,BAX,"BCL2 associated X, apoptosis regulator",1.06601358327761,0.343628661571305,1.78839850498392,0.00382442152353248,0.0386950461441928,0.535480366870955,0.464311868458913,UP
ENSG00000087095,NLK,nemo like kinase,-1.89855567688259,-2.61589170898932,-1.18121964477586,2.13263427403098e-07,2.15993199273858e-05,0.501827887272921,0.478698063605819,DOWN
ENSG00000087245,MMP2,matrix metallopeptidase 2,3.24482493595966,1.83113995734352,4.65850991457581,6.83713044951943e-06,0.000358789933641103,2.0250722875433,0.154721560971434,UP
ENSG00000087258,GNAO1,G protein subunit alpha o1,-1.19992932667834,-1.93919742937664,-0.460661223980037,0.0014662622742179,0.019589419617235,1.08041708028686,0.298604271035698,DOWN
ENSG00000088367,EPB41L1,erythrocyte membrane protein band 4.1 like 1,-1.42948502827955,-2.19311491497043,-0.665855141588673,0.000243524629377914,0.00539697471846721,0.12452763573512,0.724174855769322,DOWN
ENSG00000089169,RPH3A,rabphilin 3A,-1.98885570881687,-3.33124237915465,-0.646469038479095,0.00368608197786268,0.0378334329532787,0.139741934013949,0.708537699660585,DOWN
ENSG00000089558,KCNH4,potassium voltage-gated channel subfamily H member 4,-3.41420240556628,-4.73124067993094,-2.09716413120161,3.75689911691413e-07,3.39731020143806e-05,0.257349662378115,0.611946846922212,DOWN
ENSG00000089685,BIRC5,baculoviral IAP repeat containing 5,1.83705095689305,0.632554169563077,3.04154774422302,0.00279654319024319,0.0310223323447788,0.0138342800896553,0.906369378073802,UP
ENSG00000089818,NECAP1,NECAP endocytosis associated 1,-1.18986466752753,-1.94551473003592,-0.434214605019128,0.00202728193193441,0.0250089054891982,0.000213687345608308,0.988336900070522,DOWN
ENSG00000089847,ANKRD24,ankyrin repeat domain 24,-2.01750877202431,-3.05780565481796,-0.977211889230665,0.000144070768000692,0.00361000795648988,0.26320958894019,0.607923649183813,DOWN
ENSG00000090924,PLEKHG2,pleckstrin homology and RhoGEF domain containing G2,1.15760017262252,0.356018986373343,1.9591813588717,0.00464790995113124,0.0447897545052875,0.0132246476536213,0.908446336308595,UP
ENSG00000090932,DLL3,delta like canonical Notch ligand 3,3.43278313317087,1.46747301279643,5.39809325354531,0.000618327396059875,0.0105250754072175,1.97901638944337,0.15949406645413,UP
ENSG00000091622,PITPNM3,PITPNM family member 3,-1.3762725257399,-1.80109200954542,-0.951453041934374,2.15839866564299e-10,8.74410467425289e-08,0.047657615714609,0.827190510588154,DOWN
ENSG00000091972,CD200,CD200 molecule,-1.29949965363601,-1.69745301725992,-0.90154629001211,1.55195518115301e-10,7.25068682809287e-08,0.394364657220891,0.530014028736805,DOWN
ENSG00000091986,CCDC80,coiled-coil domain containing 80,2.46619768563881,1.09479415243536,3.83760121884225,0.000424111316476748,0.00796920113780427,1.68230784998627,0.194618075595075,UP
ENSG00000095970,TREM2,triggering receptor expressed on myeloid cells 2,1.62973427674253,0.548484131169089,2.71098442231597,0.00313488942354021,0.0335974997727055,0.192839032001594,0.660564145694883,UP
ENSG00000099139,PCSK5,proprotein convertase subtilisin/kexin type 5,2.08963700094347,1.12956156836822,3.04971243351873,1.99072427714734e-05,0.000819595751176757,0.171693334784798,0.678611251514438,UP
ENSG00000099203,TMED1,transmembrane p24 trafficking protein 1,1.07389091636333,0.502764586192947,1.64501724653371,0.000228408821730297,0.00514072121440988,0.128926277049248,0.719547919420745,UP
ENSG00000099331,MYO9B,myosin IXB,1.09613897187248,0.550767109210966,1.641510834534,8.17137427837195e-05,0.00233784403082913,0.299884192134281,0.583955031001047,UP
ENSG00000099364,FBXL19,F-box and leucine rich repeat protein 19,-1.15379198046085,-1.74343981935243,-0.564144141569272,0.000125485246546011,0.00326713258873522,1.05982046397228,0.303256136522937,DOWN
ENSG00000099365,STX1B,syntaxin 1B,-1.70945210130303,-2.50771937346133,-0.911184829144729,2.70269407567482e-05,0.00104476662589445,1.01664905408179,0.313315183747527,DOWN
ENSG00000100097,LGALS1,galectin 1,1.23994422870619,0.508242130278438,1.97164632713394,0.000895799330762684,0.0138302677164092,0.105773911189415,0.745007751682843,UP
ENSG00000100441,KHNYN,KH and NYN domain containing,1.11972186730098,0.524438251510174,1.71500548309178,0.000227207253828497,0.00512506696386419,0.907820412921796,0.340693389441311,UP
ENSG00000100504,PYGL,glycogen phosphorylase L,1.69884834266243,0.756351309095269,2.64134537622958,0.000411137130678284,0.00779774692792071,0.57175249814649,0.449563359529146,UP
ENSG00000100744,GSKIP,GSK3B interacting protein,-1.39731008355391,-2.02485004436543,-0.769770122742393,1.27618997079672e-05,0.000590194156357498,0.810874397547946,0.367861861028082,DOWN
ENSG00000101079,NDRG3,NDRG family member 3,-1.06999511885038,-1.72980732635707,-0.41018291134369,0.00148086594495459,0.0196568942208389,0.617178743269526,0.432097618708653,DOWN
ENSG00000101104,PABPC1L,poly(A) binding protein cytoplasmic 1 like,1.66936808779521,0.886812860501098,2.45192331508933,2.90168006664041e-05,0.00110898927226166,0.474320752249234,0.491006107231224,UP
ENSG00000101198,NKAIN4,sodium/potassium transporting ATPase interacting 4,2.13160193511493,0.943205603949912,3.31999826627995,0.000438849262355231,0.00817034067855473,0.0243555243256722,0.875983705224534,UP
ENSG00000101333,PLCB4,phospholipase C beta 4,-1.86163476692281,-3.10548566558265,-0.617783868262964,0.00335250045694065,0.0351200507775301,0.961743334398969,0.326748036455688,DOWN
ENSG00000101346,POFUT1,protein O-fucosyltransferase 1,1.26627166569014,0.656879876483814,1.87566345489647,4.64788255443248e-05,0.00155358925779842,0.250956126680595,0.616402642515351,UP
ENSG00000101384,JAG1,jagged canonical Notch ligand 1,1.54200622686075,0.827587560534181,2.25642489318732,2.33276212999971e-05,0.000937548208437977,0.274325856140613,0.600444602263871,UP
ENSG00000101670,LIPG,"lipase G, endothelial type",1.38025285416255,0.603379160215027,2.15712654811008,0.000497273126858305,0.00900578634683822,1.01309729522362,0.314161964694149,UP
ENSG00000101745,ANKRD12,ankyrin repeat domain 12,-1.01722041859327,-1.49287230486046,-0.541568532326073,2.77063531888975e-05,0.00106291645870134,0.200154724434253,0.654595985896626,DOWN
ENSG00000102003,SYP,synaptophysin,-1.94267940639163,-3.05042814974587,-0.834930663037387,0.00058770718347256,0.0102273167598112,0.526063467363378,0.46826657772143,DOWN
ENSG00000102317,RBM3,RNA binding motif protein 3,1.02945497788199,0.625384403616016,1.43352555214796,5.93189122075378e-07,5.00651619031619e-05,0.00165655028615435,0.967534471165391,UP
ENSG00000102466,FGF14,fibroblast growth factor 14,-1.16798550369275,-1.90646334479698,-0.429507662588521,0.00193584164196752,0.024175344204497,1.17804970462254,0.277753394827291,DOWN
ENSG00000102547,CAB39L,calcium binding protein 39 like,-1.45903573538165,-2.34017431804178,-0.577897152721517,0.00117280917150725,0.0168246618824722,1.26575488835555,0.260564573198547,DOWN
ENSG00000102981,PARD6A,par-6 family cell polarity regulator alpha,-1.32786313217333,-2.12933159605227,-0.526394668294383,0.00116528311890768,0.0168246618824722,0.617605810634377,0.431938375530974,DOWN
ENSG00000103021,CCDC113,coiled-coil domain containing 113 [Source:HGNC Symbol;Acc:HGNC:25002],-1.02914955810914,-1.58189691982828,-0.476402196390005,0.000263038988924212,0.00569243350389833,0.568290250676359,0.450939126181982,DOWN
ENSG00000103034,NDRG4,NDRG family member 4,-1.17048408519772,-1.66470842214317,-0.676259748252281,3.45332549366076e-06,0.000205736944704683,0.138370982984332,0.709905876231871,DOWN
ENSG00000103154,NECAB2,N-terminal EF-hand calcium binding protein 2,-2.27697004200072,-3.47003100539083,-1.08390907861061,0.000183572035631588,0.00433384050554016,0.0821778646800997,0.774367446888522,DOWN
ENSG00000103187,COTL1,coactosin like F-actin binding protein 1,1.02483082612697,0.556351052795587,1.49331059945835,1.80652767028561e-05,0.000765544445382956,0.0608622648182543,0.80513824997259,UP
ENSG00000103202,NME4,NME/NM23 nucleoside diphosphate kinase 4,1.01359317750594,0.382064840624753,1.64512151438713,0.00165683198167401,0.0215963890738667,0.756924444450757,0.384292726948438,UP
ENSG00000103260,METRN,"meteorin, glial cell differentiation regulator",1.1207895793076,0.344498471431568,1.89708068718363,0.00465848679792286,0.0448490059784817,1.10937277318733,0.292218334356312,UP
ENSG00000103335,PIEZO1,piezo type mechanosensitive ion channel component 1 (Er blood group),1.15062888098026,0.469096795102565,1.83216096685796,0.000936291039733268,0.0143460751140976,0.544028098176179,0.460768129558151,UP
ENSG00000103657,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,-1.04959175813545,-1.39263001097451,-0.706553505296385,2.01134453068901e-09,5.82025640194809e-07,0.353998078238705,0.551858593784241,DOWN
ENSG00000104112,SCG3,secretogranin III,-1.05666979880274,-1.48706588837039,-0.626273709235102,1.49481635562793e-06,0.0001066161975338,0.635385099514028,0.425386876867588,DOWN
ENSG00000104327,CALB1,calbindin 1,-4.73475469425426,-7.76214293533422,-1.70736645317429,0.00217428821884507,0.0260605811603111,4.54561027232078,0.033003255517993,DOWN
ENSG00000104369,JPH1,junctophilin 1,-1.71986616904263,-2.67684442681295,-0.762887911272304,0.000427632160006056,0.00801273632656583,0.0217383258050265,0.882785344770391,DOWN
ENSG00000104381,GDAP1,ganglioside induced differentiation associated protein 1,-1.40444119615717,-2.25974262430073,-0.549139768013596,0.00128933113988534,0.0180363892054679,1.43568909956487,0.230838213723744,DOWN
ENSG00000104419,NDRG1,N-myc downstream regulated 1,1.5287110329332,0.808211873378259,2.24921019248813,3.20299842087784e-05,0.00119704678991331,0.735707651823908,0.391039349285738,UP
ENSG00000104490,NCALD,neurocalcin delta,-1.97944275738034,-3.1745904449465,-0.784295069814183,0.00116974488790535,0.0168246618824722,1.21655986624477,0.270036837701596,DOWN
ENSG00000104723,TUSC3,tumor suppressor candidate 3,-1.53380087555171,-2.28027586539007,-0.787325885713355,5.64481049738742e-05,0.00178101684478317,0.018320236476093,0.892333361301671,DOWN
ENSG00000105255,FSD1,fibronectin type III and SPRY domain containing 1,-1.07358323884409,-1.65094570527157,-0.496220772416612,0.000267935637329312,0.00577372794653462,0.623939933460098,0.429586939089961,DOWN
ENSG00000105376,ICAM5,intercellular adhesion molecule 5,-1.39416915384624,-2.05490584854989,-0.733432459142601,3.5407821291443e-05,0.0012538825665725,0.326521359163015,0.567714653177385,DOWN
ENSG00000105613,MAST1,microtubule associated serine/threonine kinase 1,-1.79549076003846,-2.96816907578678,-0.622812444290151,0.00269177773667521,0.0301908360100183,3.83464803344711,0.0502035305103624,DOWN
ENSG00000105649,RAB3A,"RAB3A, member RAS oncogene family",-2.39497381035417,-3.86254322430994,-0.927404396398394,0.00138130939099425,0.0189308545493772,1.68693120590692,0.194005998243553,DOWN
ENSG00000105662,CRTC1,CREB regulated transcription coactivator 1,-1.34443773100686,-2.24897153401436,-0.439903927999355,0.00357793963912873,0.0371284555994833,1.31378399846472,0.251710683043574,DOWN
ENSG00000105711,SCN1B,sodium voltage-gated channel beta subunit 1,-1.97615852567129,-2.88082014506594,-1.07149690627664,1.85738451940865e-05,0.000777338446800445,0.222050221577735,0.637482173166124,DOWN
ENSG00000105877,DNAH11,dynein axonemal heavy chain 11,2.7076789262716,1.43176918346938,3.98358866907382,3.19156734674459e-05,0.00119704678991331,1.09938585681584,0.294400922562492,UP
ENSG00000105926,PALS2,"protein associated with LIN7 2, MAGUK p55 family member",-1.11734486200992,-1.66280607349292,-0.571883650526919,5.94786460497697e-05,0.00185353762212944,1.01230398813574,0.314351506810005,DOWN
ENSG00000105939,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1",1.35674573126,0.647536859172159,2.06595460334784,0.000177193370972032,0.00424945149330635,0.764219859398588,0.382011146256795,UP
ENSG00000106003,LFNG,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,2.74396013526964,1.70932878351145,3.77859148702783,2.01392538182846e-07,2.08133023134272e-05,0.715879966428337,0.397498689229467,UP
