signcon,ntimes,randomSummary,randomCi.lb,randomCi.ub,randomP,het_QE,het_QEp,het_QM,het_QMp,error,Gene_ID,Gene_Symbol,Gene_Description,Regulation
-2,2,-1.23919216718688,-2.02821887604093,-0.45016545833282,0.00208263951909924,0.1213749574404,0.727547995496854,9.47523723376823,0.00208263951909924,FALSE,ENSG00000008300,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3,DOWN
2,2,1.49537950007215,0.481871408238151,2.50888759190614,0.00383008906484218,0.900273823153556,0.342708299714571,8.36266281972168,0.00383008906484217,FALSE,ENSG00000008517,IL32,interleukin 32,UP
-2,2,-1.0060000317148,-1.72692619308451,-0.285073870345081,0.00623826999477233,0.465153532381781,0.49522526053986,7.48015503815481,0.00623826999477233,FALSE,ENSG00000008735,MAPK8IP2,mitogen-activated protein kinase 8 interacting protein 2,DOWN
2,2,1.53061639746547,0.268249826659806,2.79298296827114,0.0174800561060717,3.24199702376933,0.0717731035689994,5.64752204223659,0.0174800561060717,FALSE,ENSG00000010278,CD9,CD9 molecule,UP
-2,2,-1.21324368820595,-2.27279849224851,-0.153688884163383,0.0248158311965632,0.449993075331645,0.502338242793152,5.03669222499767,0.0248158311965633,FALSE,ENSG00000010319,SEMA3G,semaphorin 3G,DOWN
2,2,3.24690660757765,2.16563140528518,4.32818180987012,3.96908297071515e-09,0.368414509280523,0.543869767284447,34.6388360149518,3.96908297071516e-09,FALSE,ENSG00000011028,MRC2,mannose receptor C type 2,UP
2,2,1.38384900162766,0.644881841809942,2.12281616144539,0.000242185124880902,0.126641640175256,0.721939835159017,13.4717282768226,0.000242185124880902,FALSE,ENSG00000011304,PTBP1,polypyrimidine tract binding protein 1,UP
-2,2,-1.53692505698196,-3.02981731972652,-0.0440327942374115,0.0436149039623228,2.31030392676284,0.128518918679941,4.07140803887282,0.0436149039623227,FALSE,ENSG00000011347,SYT7,synaptotagmin 7,DOWN
-2,2,-3.04426738671316,-5.60242645343115,-0.48610831999518,0.0196795712061267,3.44851666336757,0.0633085621656713,5.44009747350232,0.0196795712061267,FALSE,ENSG00000011677,GABRA3,gamma-aminobutyric acid type A receptor subunit alpha3,DOWN
2,2,4.06500775493476,1.76655956251898,6.36345594735054,0.000527539388944241,1.99602907129563,0.157711912008312,12.0157117344593,0.000527539388944242,FALSE,ENSG00000012223,LTF,lactotransferrin,UP
2,2,1.61317082434761,0.809264561029478,2.41707708766574,8.38951115665685e-05,0.361580916721825,0.54762954314555,15.468424254575,8.38951115665686e-05,FALSE,ENSG00000013364,MVP,major vault protein,UP
2,2,2.28502186039197,1.34870376522126,3.22133995556269,1.72559475686101e-06,0.963691634066613,0.326258522525009,22.8786327670905,1.72559475686101e-06,FALSE,ENSG00000013573,DDX11,DEAD/H-box helicase 11,UP
2,2,2.51280113324769,0.698383787099113,4.32721847939626,0.00664019884592563,1.75988597499986,0.184638738717517,7.36780362805739,0.00664019884592564,FALSE,ENSG00000013810,TACC3,transforming acidic coiled-coil containing protein 3,UP
-2,2,-1.86354843165323,-2.98485613621031,-0.742240727096148,0.00112459034450055,0.537536374622304,0.463455529821408,10.6103067011022,0.00112459034450055,FALSE,ENSG00000018236,CNTN1,contactin 1,DOWN
2,2,2.36615512945861,1.21618390917675,3.51612634974047,5.5121307007034e-05,1.30574627384412,0.253166262239263,16.2632997845085,5.51213070070341e-05,FALSE,ENSG00000018408,WWTR1,WW domain containing transcription regulator 1,UP
-2,2,-1.22683665192852,-1.72887427790905,-0.724799025947986,1.6712033983934e-06,0.470476723594421,0.492767935134147,22.9401964034348,1.6712033983934e-06,FALSE,ENSG00000020129,NCDN,neurochondrin,DOWN
-2,2,-1.22846737340863,-2.06256432311829,-0.394370423698962,0.00389358422701749,1.28151569157223,0.257617408218882,8.33278870144173,0.0038935842270175,FALSE,ENSG00000022267,FHL1,four and a half LIM domains 1,DOWN
-2,2,-1.62681462851976,-2.76864034391776,-0.484988913121761,0.00523095796319907,1.73256936570047,0.188083098159634,7.79781056820548,0.00523095796319908,FALSE,ENSG00000022567,SLC45A4,solute carrier family 45 member 4,DOWN
-2,2,-1.59183157566654,-2.33005279008843,-0.853610361244655,2.37582036851513e-05,0.0533245310813604,0.817376137536655,17.8614770301773,2.37582036851514e-05,FALSE,ENSG00000023171,GRAMD1B,GRAM domain containing 1B,DOWN
-2,2,-1.00229311956942,-1.51054523976327,-0.49404099937556,0.000111031926733057,0.655442031928207,0.418173704265678,14.9391979615088,0.000111031926733057,FALSE,ENSG00000023228,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1,DOWN
2,2,2.33650198632431,1.50202335764704,3.17098061500157,4.06948594636097e-08,0.126397381836796,0.722196997520032,30.1160530688307,4.06948594636097e-08,FALSE,ENSG00000026025,VIM,vimentin,UP
2,2,2.54796534249483,0.604930345162904,4.49100033982676,0.0101650123086322,0.254760624409566,0.613742745142693,6.60574749555127,0.0101650123086322,FALSE,ENSG00000026508,CD44,CD44 molecule (IN blood group),UP
2,2,1.75160838633095,1.00668156582303,2.49653520683888,4.05338078938372e-06,0.00221260234029863,0.962482696607706,21.2394365668036,4.05338078938372e-06,FALSE,ENSG00000026950,BTN3A1,butyrophilin subfamily 3 member A1,UP
2,2,1.1781466002001,0.258957108122898,2.0973360922773,0.0120004352171831,0.330413438998826,0.56541574157561,6.31080482297441,0.012000435217183,FALSE,ENSG00000030582,GRN,granulin precursor,UP
2,2,1.13957822693899,0.382076260739884,1.89708019313809,0.00319268680028518,1.57267569324661,0.209818863310122,8.69394601206532,0.00319268680028518,FALSE,ENSG00000031081,ARHGAP31,Rho GTPase activating protein 31,UP
-2,2,-1.00041753799043,-1.5061708404144,-0.494664235566473,0.000105772298821682,0.136891782446309,0.711390764690931,15.0307731631476,0.000105772298821682,FALSE,ENSG00000033627,ATP6V0A1,ATPase H+ transporting V0 subunit a1,DOWN
-2,2,-1.1660219656925,-2.32448406044082,-0.00755987094418908,0.0485235642030907,2.09204877448432,0.14806738551645,3.89175945711691,0.0485235642030906,FALSE,ENSG00000033867,SLC4A7,solute carrier family 4 member 7,DOWN
-2,2,-1.90436091635495,-2.75522639875488,-1.05349543395501,1.15091302810879e-05,0.821692201439139,0.364685870063887,19.2430048866773,1.15091302810879e-05,FALSE,ENSG00000036530,CYP46A1,cytochrome P450 family 46 subfamily A member 1,DOWN
2,2,1.7854408645273,0.322618634341505,3.24826309471309,0.0167465762728076,2.07527555497348,0.14970290125331,5.72274006269846,0.0167465762728076,FALSE,ENSG00000037897,METTL1,"methyltransferase 1, tRNA methylguanosine",UP
-2,2,-1.01279342001965,-1.78806823144875,-0.237518608590556,0.0104542045975266,0.00503088283263242,0.943454488417869,6.55581328849034,0.0104542045975266,FALSE,ENSG00000038274,MAT2B,methionine adenosyltransferase 2 non-catalytic beta subunit,DOWN
-2,2,-1.22323941802197,-1.58306327904513,-0.863415556998808,2.68299662075463e-11,0.215076584871727,0.642817195891214,44.3955252173178,2.68299662075463e-11,FALSE,ENSG00000040341,STAU2,staufen double-stranded RNA binding protein 2,DOWN
2,2,1.05147292663267,0.369733646501678,1.73321220676365,0.00250341423540074,0.00141640957478949,0.969978528525865,9.13809642737428,0.00250341423540074,FALSE,ENSG00000040531,CTNS,"cystinosin, lysosomal cystine transporter",UP
2,2,4.73272583346946,1.93081133910484,7.53464032783409,0.000931016360843927,3.26305948549527,0.0708568093862311,10.9599637930453,0.000931016360843927,FALSE,ENSG00000041982,TNC,tenascin C,UP
2,2,1.48803043120956,0.522114984805639,2.45394587761349,0.00253275064262346,0.0289579271142573,0.864876217176382,9.11678232554688,0.00253275064262346,FALSE,ENSG00000042493,CAPG,"capping actin protein, gelsolin like",UP
-2,2,-1.59040880271502,-2.62197374095061,-0.558843864479436,0.00251307858190229,0.00945756999853228,0.922527831311982,9.13104700901136,0.00251307858190229,FALSE,ENSG00000043591,ADRB1,adrenoceptor beta 1,DOWN
-2,2,-1.0520249759,-1.62025395238054,-0.483795999419454,0.000284854789805775,0.772221404860813,0.379530719058238,13.167445510976,0.000284854789805775,FALSE,ENSG00000047056,WDR37,WD repeat domain 37,DOWN
-2,2,-1.8062680652499,-2.96460217731109,-0.647933953188708,0.00224084465241197,0.74454406898956,0.388209127688117,9.34098978306526,0.00224084465241197,FALSE,ENSG00000048540,LMO3,LIM domain only 3,DOWN
-2,2,-1.68580981671361,-2.24866212862234,-1.12295750480488,4.34939209448937e-09,0.335448140305285,0.562468500233663,34.4607266117154,4.34939209448936e-09,FALSE,ENSG00000048991,R3HDM1,R3H domain containing 1,DOWN
2,2,1.12584641024681,0.574438014783261,1.67725480571037,6.28661367206566e-05,0.541436364232925,0.461838059449376,16.014291464981,6.28661367206565e-05,FALSE,ENSG00000049541,RFC2,replication factor C subunit 2,UP
2,2,2.01802372293861,1.2364397390285,2.79960770684871,4.1802359800624e-07,1.43932115061768,0.230249224611176,25.6092826812323,4.18023598006239e-07,FALSE,ENSG00000050405,LIMA1,LIM domain and actin binding 1,UP
-2,2,-1.1787338726871,-1.60902260298166,-0.748445142392538,7.91175718543418e-08,0.00104289100417266,0.974237735166499,28.8275521488311,7.91175718543418e-08,FALSE,ENSG00000050748,MAPK9,mitogen-activated protein kinase 9,DOWN
2,2,1.02254427489761,0.443192790653712,1.60189575914151,0.000541583534173229,0.196423667744408,0.657623177702496,11.9667488704493,0.000541583534173228,FALSE,ENSG00000051128,HOMER3,homer scaffold protein 3,UP
2,2,1.40386359461172,0.451784069779392,2.35594311944405,0.00385226048920172,0.341225683733648,0.559122587049592,8.3521744167952,0.00385226048920172,FALSE,ENSG00000051523,CYBA,cytochrome b-245 alpha chain,UP
-2,2,-1.52860487854873,-2.94409259964529,-0.113117157452174,0.0342944583440378,2.17384683601923,0.140374702305031,4.4799632554969,0.0342944583440378,FALSE,ENSG00000053524,MCF2L2,MCF.2 cell line derived transforming sequence-like 2,DOWN
-2,2,-1.45719686442446,-2.46193242720733,-0.452461301641599,0.00447483001142239,2.09049797657234,0.148217750134135,8.0803298430273,0.00447483001142239,FALSE,ENSG00000054277,OPN3,opsin 3,DOWN
-2,2,-3.56698779676658,-4.89663783211635,-2.23733776141682,1.45709297946717e-07,0.234394886207196,0.628284062425464,27.645517899355,1.45709297946717e-07,FALSE,ENSG00000054803,CBLN4,cerebellin 4 precursor,DOWN
2,2,1.24950773620874,0.524734258786743,1.97428121363074,0.000727570985612643,0.281766504453938,0.595545717904118,11.4174599338118,0.000727570985612644,FALSE,ENSG00000054967,RELT,RELT TNF receptor,UP
-2,2,-1.64742393717838,-3.09375735483046,-0.201090519526299,0.0255841158270012,3.51018104682539,0.0609927900469006,4.98390877715227,0.0255841158270011,FALSE,ENSG00000055163,CYFIP2,cytoplasmic FMR1 interacting protein 2,DOWN
2,2,1.34448815856506,0.362515030869092,2.32646128626104,0.00728507654891966,0.0942733157644896,0.758813230845551,7.20130058252931,0.00728507654891965,FALSE,ENSG00000056972,TRAF3IP2,TRAF3 interacting protein 2,UP
2,2,1.13519138327379,0.0240866408857561,2.24629612566182,0.0452361103347146,3.62102216763689,0.0570538090555847,4.00981514111351,0.0452361103347145,FALSE,ENSG00000058262,SEC61A1,SEC61 translocon subunit alpha 1,UP
-2,2,-2.49008046764468,-4.64868860360788,-0.331472331681491,0.0237634158342393,2.77601918939055,0.0956857309386525,5.11181733191838,0.0237634158342393,FALSE,ENSG00000058335,RASGRF1,Ras protein specific guanine nucleotide releasing factor 1,DOWN
-2,2,-1.98653680040988,-3.11883574469145,-0.854237856128309,0.00058469727812661,0.124023444842118,0.724711055245207,11.8240758421284,0.000584697278126611,FALSE,ENSG00000058404,CAMK2B,calcium/calmodulin dependent protein kinase II beta,DOWN
2,2,1.14902313647218,0.477551020285586,1.82049525265877,0.000796838835724516,0.25545146589445,0.613262422959527,11.2485816198079,0.000796838835724518,FALSE,ENSG00000058866,DGKG,diacylglycerol kinase gamma,UP
2,2,1.04051902688049,0.2326984548265,1.84833959893448,0.0115847995820009,0.0777937825438183,0.780309774366205,6.37333015612821,0.0115847995820009,FALSE,ENSG00000059378,PARP12,poly(ADP-ribose) polymerase family member 12,UP
2,2,1.41297039875121,0.484007565493127,2.34193323200929,0.00287174614500418,2.24560997679151e-06,0.998804341753617,8.88721387620633,0.00287174614500418,FALSE,ENSG00000059804,SLC2A3,solute carrier family 2 member 3,UP
-2,2,-2.57400162924496,-4.49019230072445,-0.657810957765461,0.00846837178636307,1.46899322357387,0.225504607530494,6.93164597883732,0.0084683717863631,FALSE,ENSG00000059915,PSD,pleckstrin and Sec7 domain containing,DOWN
-2,2,-1.83789995042594,-3.00618458765612,-0.669615313195752,0.00204691761148623,1.62319160328619,0.202647337726138,9.50698004845812,0.00204691761148623,FALSE,ENSG00000061918,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,DOWN
-2,2,-1.24521582763768,-2.23497888930039,-0.255452765974978,0.0136699769887673,0.156823166888229,0.692098352663811,6.08027137379904,0.0136699769887673,FALSE,ENSG00000062282,DGAT2,diacylglycerol O-acyltransferase 2,DOWN
-2,2,-1.18571979747457,-1.63914563453441,-0.73229396041474,2.96978628001901e-07,1.01255170638317,0.314292304301142,26.2692574940558,2.96978628001901e-07,FALSE,ENSG00000063854,HAGH,hydroxyacylglutathione hydrolase,DOWN
2,2,1.06793461378757,0.270120894781229,1.86574833279392,0.00870157263417948,0.0317470210030423,0.858584021231567,6.88307509890776,0.00870157263417946,FALSE,ENSG00000064490,RFXANK,regulatory factor X associated ankyrin containing protein,UP
2,2,1.10762995786553,0.270709663325548,1.94455025240551,0.00948850892189518,0.369528355763444,0.543261466938218,6.72848627138739,0.00948850892189519,FALSE,ENSG00000064666,CNN2,calponin 2,UP
2,2,1.30641235883286,0.455633007466212,2.15719171019951,0.0026157612227723,0.181373805370826,0.67019526258246,9.05780278667449,0.0026157612227723,FALSE,ENSG00000064692,SNCAIP,synuclein alpha interacting protein,UP
-2,2,-1.09394689324178,-1.5045682794494,-0.68332550703415,1.77393407104727e-07,0.135921256128015,0.712369984687605,27.2650018164356,1.77393407104727e-07,FALSE,ENSG00000065154,OAT,ornithine aminotransferase,DOWN
2,2,1.82891435855754,1.00012554172119,2.65770317539389,1.52452868668565e-05,0.13231525101311,0.716043482608721,18.7066127708251,1.52452868668565e-05,FALSE,ENSG00000065320,NTN1,netrin 1,UP
-2,2,-1.31544821869705,-1.62193334259896,-1.00896309479514,4.02201006955298e-17,0.211114165324373,0.645895530810412,70.7660405640556,4.02201006955294e-17,FALSE,ENSG00000065559,MAP2K4,mitogen-activated protein kinase kinase 4,DOWN
2,2,1.67637645759562,0.509655485616846,2.84309742957439,0.00486060525461038,0.0194170435337027,0.889177490723759,7.93058600745299,0.00486060525461038,FALSE,ENSG00000065911,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",UP
-2,2,-1.8759949406756,-3.58078513108136,-0.171204750269841,0.0310216609955665,4.1988083964837,0.0404523950774183,4.65176355917757,0.0310216609955667,FALSE,ENSG00000066032,CTNNA2,catenin alpha 2,DOWN
-2,2,-1.84678974730971,-3.2920089520623,-0.401570542557115,0.0122603045701741,1.32643028045503,0.24944126878306,6.27283181646746,0.0122603045701741,FALSE,ENSG00000066248,NGEF,neuronal guanine nucleotide exchange factor,DOWN
2,2,1.18427224712303,0.070217420464062,2.298327073782,0.0372058579775584,0.216594145366377,0.641647353111495,4.34096372530842,0.0372058579775584,FALSE,ENSG00000066379,POLR1H,RNA polymerase I subunit H,UP
2,2,1.17046785067176,0.36296297634402,1.97797272499951,0.00449804364352862,0.394627204018283,0.529877119789231,8.07095369685773,0.00449804364352862,FALSE,ENSG00000067182,TNFRSF1A,TNF receptor superfamily member 1A,UP
-2,2,-1.08748677822099,-1.67599630486857,-0.498977251573412,0.00029261579572936,0.0104983887996775,0.918390255032157,13.1170797192837,0.00029261579572936,FALSE,ENSG00000067191,CACNB1,calcium voltage-gated channel auxiliary subunit beta 1,DOWN
-2,2,-1.29558578859135,-2.17805480135563,-0.413116775827055,0.00400844372826228,0.368389178634073,0.543883615633374,8.27998603534087,0.00400844372826228,FALSE,ENSG00000067840,PDZD4,PDZ domain containing 4,DOWN
2,2,1.19405878037633,0.177634928555188,2.21048263219747,0.0213071972420186,1.56423546015648,0.211046143488815,5.30148942405014,0.0213071972420186,FALSE,ENSG00000067955,CBFB,core-binding factor subunit beta,UP
2,2,1.11169217145214,0.299587751053215,1.92379659185107,0.00729648672890916,0.081272707712556,0.775580028780394,7.19849202631932,0.00729648672890916,FALSE,ENSG00000068079,IFI35,interferon induced protein 35,UP
-2,2,-1.02630081705642,-1.73331491659026,-0.319286717522579,0.00444000800765455,0.657506232433037,0.417441719904446,8.09448796830841,0.00444000800765456,FALSE,ENSG00000068383,INPP5A,inositol polyphosphate-5-phosphatase A,DOWN
-2,2,-1.62256635427296,-2.4474538404062,-0.797678868139718,0.000115597595691992,0.0363142819114188,0.848867929348272,14.8631781705151,0.000115597595691992,FALSE,ENSG00000068400,GRIPAP1,GRIP1 associated protein 1,DOWN
2,2,1.33963731166065,0.191161722109355,2.48811290121195,0.0222427649296442,1.57885801959787,0.208925263253103,5.22669447655764,0.0222427649296442,FALSE,ENSG00000068489,PRR11,proline rich 11,UP
-2,2,-1.43133800045581,-2.3136968288643,-0.548979172047311,0.00147580701770829,0.665997049710981,0.414450708627373,10.1085791103947,0.00147580701770829,FALSE,ENSG00000068831,RASGRP2,RAS guanyl releasing protein 2,DOWN
-2,2,-1.68806700192758,-3.30807405262351,-0.068059951231652,0.041121162372956,1.5200538350766,0.217611346576978,4.17101482531484,0.0411211623729561,FALSE,ENSG00000068976,PYGM,"glycogen phosphorylase, muscle associated",DOWN
-2,2,-1.73601918818388,-2.661560081162,-0.810478295205771,0.0002366721750996,0.365496284120915,0.545469472565622,13.514936221689,0.000236672175099601,FALSE,ENSG00000069424,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,DOWN
-2,2,-1.34158977456989,-2.08267114445831,-0.600508404681475,0.00038794765936852,1.19979840563221,0.273361974231024,12.5893662930262,0.000387947659368521,FALSE,ENSG00000069966,GNB5,G protein subunit beta 5,DOWN
-2,2,-1.84835814855665,-3.00358149315259,-0.69313480396072,0.00171302069050879,1.33391561284621,0.248109819035462,9.83414306397388,0.00171302069050879,FALSE,ENSG00000070182,SPTB,"spectrin beta, erythrocytic",DOWN
-2,2,-1.61529837667303,-3.00994485780998,-0.220651895536075,0.0232041407081529,1.84508129051462,0.174356554800753,5.15315759677393,0.0232041407081529,FALSE,ENSG00000070388,FGF22,fibroblast growth factor 22,DOWN
2,2,1.11000291977893,0.00784760385603511,2.21215823570183,0.0483909099540515,2.58550838221417,0.107845777096241,3.89635774607248,0.0483909099540515,FALSE,ENSG00000070778,PTPN21,protein tyrosine phosphatase non-receptor type 21,UP
-2,2,-1.09977795459365,-2.09993787653367,-0.0996180326536429,0.0311477105691552,1.678599432061,0.195110659026878,4.64480307958336,0.0311477105691553,FALSE,ENSG00000070831,CDC42,cell division cycle 42,DOWN
-2,2,-2.14258296515698,-2.8990609900844,-1.38610494022956,2.83662415715944e-08,0.0298568798468557,0.862815370027878,30.8161829747593,2.83662415715945e-08,FALSE,ENSG00000070961,ATP2B1,ATPase plasma membrane Ca2+ transporting 1,DOWN
-2,2,-1.12255798059921,-1.9843779780215,-0.260737983176925,0.0106818440546343,0.204222867439039,0.651333645269163,6.51749356907606,0.0106818440546343,FALSE,ENSG00000071205,ARHGAP10,Rho GTPase activating protein 10,DOWN
2,2,1.00549946092156,0.352134590510708,1.65886433133242,0.00255882191362858,0.0134220980133684,0.907768428278403,9.09804972833729,0.00255882191362858,FALSE,ENSG00000071246,VASH1,vasohibin 1,UP
2,2,1.72452623497612,0.805722246010854,2.64333022394138,0.000234420742629326,0.609059862843669,0.435142008115017,13.532874342461,0.000234420742629325,FALSE,ENSG00000071539,TRIP13,thyroid hormone receptor interactor 13,UP
2,2,1.86834421133298,0.671720944833469,3.06496747783248,0.00221201054534567,2.0267725282434,0.154548505376728,9.36472606663196,0.00221201054534567,FALSE,ENSG00000071575,TRIB2,tribbles pseudokinase 2,UP
0,2,1.01862885764411,0.192221572049797,1.84503614323842,0.0156985356313833,1.04709336398086,0.306177462197983,5.83633025016179,0.0156985356313833,FALSE,ENSG00000072506,HSD17B10,hydroxysteroid 17-beta dehydrogenase 10,UP
2,2,1.23235613830414,0.347490714540449,2.11722156206783,0.00634014367392426,0.00508785260097422,0.943135768286632,7.45099370793921,0.00634014367392425,FALSE,ENSG00000072840,EVC,EvC ciliary complex subunit 1,UP
-2,2,-2.48468138693533,-4.74172443292121,-0.227638340949455,0.0309558434558859,5.1052831418592,0.0238530855299309,4.65540974575916,0.0309558434558858,FALSE,ENSG00000072858,SIDT1,SID1 transmembrane family member 1,DOWN
2,2,2.26413717771057,0.261594422794621,4.26667993262653,0.0266917559244425,3.78508941947181,0.051711147314324,4.9106395770149,0.0266917559244425,FALSE,ENSG00000073111,MCM2,minichromosome maintenance complex component 2,UP
-2,2,-1.74649283830935,-3.15700376273055,-0.335981913888137,0.0152316043491193,0.419107809241351,0.517382566118326,5.88947919586294,0.0152316043491193,FALSE,ENSG00000073670,ADAM11,ADAM metallopeptidase domain 11,DOWN
2,2,1.09102486369529,0.315608434038816,1.86644129335177,0.00582087770228439,0.772550081137931,0.379429318610718,7.604934547776,0.00582087770228439,FALSE,ENSG00000073712,FERMT2,FERM domain containing kindlin 2,UP
2,2,3.34428324809469,0.119152115067426,6.56941438112196,0.0421157435789853,3.96958931849431,0.0463290704057954,4.13054667092163,0.042115743578985,FALSE,ENSG00000073792,IGF2BP2,insulin like growth factor 2 mRNA binding protein 2,UP
2,2,4.91033477747755,0.837489522677752,8.98318003227735,0.0181283184049497,6.51267502920368,0.0107108263693238,5.58370631569322,0.0181283184049498,FALSE,ENSG00000074410,CA12,carbonic anhydrase 12,UP
-2,2,-1.92506157842095,-3.00058150267325,-0.849541654168641,0.000451287954233299,0.217193392678749,0.641186783945568,12.3068955296766,0.0004512879542333,FALSE,ENSG00000074527,NTN4,netrin 4,DOWN
-2,2,-1.65137168541283,-2.54409942869505,-0.758643942130609,0.000288347148205153,0.00296637233834966,0.956565160397158,13.1446124681938,0.000288347148205153,FALSE,ENSG00000074590,NUAK1,NUAK family kinase 1,DOWN
-2,2,-3.03505477671975,-4.86788479918742,-1.20222475425208,0.00117211269119255,3.06088292832437,0.080198080274847,10.5337951645648,0.00117211269119255,FALSE,ENSG00000074706,IPCEF1,interaction protein for cytohesin exchange factors 1,DOWN
2,2,1.03982621485199,0.118523212144995,1.96112921755899,0.0269591893545138,1.94003433234388,0.163664806399932,4.89342270924159,0.0269591893545139,FALSE,ENSG00000075188,NUP37,nucleoporin 37,UP
2,2,1.13893286122982,0.38685667142382,1.89100905103583,0.00299607876779619,0.371240032910052,0.542329118679374,8.80985479761568,0.00299607876779619,FALSE,ENSG00000075420,FNDC3B,fibronectin type III domain containing 3B,UP
2,2,2.24102943357914,0.87097623155155,3.61108263560673,0.00134612284589298,1.95167839912736,0.162406101993973,10.2781852056966,0.00134612284589298,FALSE,ENSG00000075461,CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4,UP
2,2,1.33463437156524,0.536077357432845,2.13319138569763,0.00105399479819981,0.100341312067612,0.751420430076751,10.7302276332152,0.00105399479819981,FALSE,ENSG00000075618,FSCN1,fascin actin-bundling protein 1,UP
-2,2,-1.04337152574217,-1.4471767990968,-0.639566252387531,4.10012594566827e-07,0.433235162027446,0.510405758376121,25.6466219765262,4.10012594566826e-07,FALSE,ENSG00000075945,KIFAP3,kinesin associated protein 3,DOWN
2,2,1.60189840936492,0.711769940706495,2.49202687802334,0.000419975733286892,0.705635812616951,0.400896434582523,12.4411561229771,0.000419975733286892,FALSE,ENSG00000076604,TRAF4,TNF receptor associated factor 4,UP
-2,2,-1.2962676189975,-2.26728854291156,-0.325246695083435,0.00888466553466995,0.196143397367152,0.657851960273034,6.84586530806208,0.00888466553466995,FALSE,ENSG00000078018,MAP2,microtubule associated protein 2,DOWN
-2,2,-1.72866994015647,-3.40085674306613,-0.0564831372468122,0.0427476063391729,3.84077736226305,0.0500203250869929,4.10535539207476,0.0427476063391728,FALSE,ENSG00000078295,ADCY2,adenylate cyclase 2,DOWN
-2,2,-2.6112840213928,-4.44621223446258,-0.776355808323022,0.00528347905231776,1.96320804162762,0.161170639366661,7.77976087021529,0.00528347905231777,FALSE,ENSG00000078725,BRINP1,BMP/retinoic acid inducible neural specific 1,DOWN
