stringId_A,stringId_B,preferredName_A,preferredName_B,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore
9606.ENSP00000479106,9606.ENSP00000483842,H4C1,H2AC4,9606,0.993,0,0.019,0,0.432,0.915,0.54,0.745
9606.ENSP00000479526,9606.ENSP00000496168,DPF3,BCL11A,9606,0.765,0,0,0,0.042,0.046,0.54,0.509
9606.ENSP00000479617,9606.ENSP00000480826,UHRF1,H3C1,9606,0.984,0,0,0,0.057,0.982,0,0.048
9606.ENSP00000480826,9606.ENSP00000489317,H3C1,H2BC6,9606,0.911,0,0.125,0,0.296,0.829,0,0.253
9606.ENSP00000480826,9606.ENSP00000489236,H3C1,H4C8,9606,0.985,0,0.069,0,0.231,0.915,0,0.794
9606.ENSP00000480826,9606.ENSP00000483842,H3C1,H2AC4,9606,0.986,0,0.024,0,0.484,0.914,0,0.714
9606.ENSP00000483842,9606.ENSP00000489236,H2AC4,H4C8,9606,0.991,0,0.019,0,0.295,0.915,0.54,0.742
9606.ENSP00000483903,9606.ENSP00000489317,H2BC15,H2BC6,9606,0.853,0,0,0.048,0.245,0.812,0,0.042
9606.ENSP00000483903,9606.ENSP00000489236,H2BC15,H4C8,9606,0.911,0,0.06,0,0.451,0.831,0,0.102
9606.ENSP00000489236,9606.ENSP00000489317,H4C8,H2BC6,9606,0.979,0,0.066,0,0.55,0.915,0,0.499
9606.ENSP00000499717,9606.ENSP00000499797,CALM1,CALM2,9606,0.939,0,0,0.048,0.082,0.917,0,0.26
