GeneID,SRR11862834,SRR11862839,SRR11862840,SRR11862841,SRR11862842,SRR11862846,SRR11862849,SRR11862850,SRR11862853,SRR11862855
ENSG00000115138.12,0,0,0,0,0,0,0,0,0,0
ENSG00000115145.11,53,531,275,1255,262,1826,67,63,514,104
ENSG00000115155.19,1,23,0,0,0,23,9,0,1,2
ENSG00000115159.18,144,872.986,418,1077,530,2327.466,217,286,2208.985,313.952
ENSG00000115163.16,14,2,6,24,4,230,1,41,44,41
ENSG00000115165.11,17,94.189,93,691.98,361,510,11,36.999,628.051,61
ENSG00000115170.17,32,385.248,296,657.927,180,826,71,54,672,121.005
ENSG00000115183.16,248,210,2215,1069,2431.226,3964,92,634,2538.036,429
ENSG00000115194.12,0,122,0,0,1.002,15.002,117,2,1,6
ENSG00000115204.16,89,142.021,369,353,664.002,2890.022,102,99.019,869.002,314
ENSG00000115207.16,148.998,316.006,388,482.014,949.267,2164.007,150.114,299,1729.336,558.975
ENSG00000115211.18,51,136.811,211,257.995,414.059,1937.81,60,122,1069.395,211.981
ENSG00000115216.15,65,203,407,230,526,1884.304,74,68,395.002,145.445
ENSG00000115221.14,0,1.341,0,2.912,4.059,5.89,0,0,2.568,3.931
ENSG00000115226.11,43,123,439,46,120,1960,79,29,264,77
ENSG00000115232.14,41,62,20,553,64,832,11,63,253,87
ENSG00000115233.13,100,567,520,1051,361,2359,62,162,1835,159
ENSG00000115234.12,208,369,230,411,1392,4740.001,223,296,1137,494
ENSG00000115239.25,23.514,1297.813,278.686,1979.816,901.375,2219.312,199.954,80.821,1598.43,332.11
ENSG00000115241.12,108,139,308,214,302.716,2165.442,63,153,924,253.003
ENSG00000115252.20,4.013,688.685,3.173,394.11,14.84,273.233,45.022,8.4,18.867,25.433
ENSG00000115255.13,4,8,4,0,21,170,16,2,30,35
ENSG00000115257.16,0,8,5,0,57,33,10,3,134,38
ENSG00000115263.15,0,0,0,0,0,0,0,0,0,0
ENSG00000115266.12,306,121,100,35,290,6180,372,264,1560,2377
ENSG00000115267.10,11,37,45,122,66,175,5,11,78,25
ENSG00000115268.11,2673,2955.465,6032,3994,11818.976,78123.402,1966,4270.999,34522.678,10482
ENSG00000115271.12,4,71,18,181,24,176,7,4,62,12
ENSG00000115274.15,138,163,458,72,1366,2460.712,197,351,3758,540
ENSG00000115275.15,39,50,46,70,223,911.001,53,154,958,176
ENSG00000115282.22,102,44,108,70,611.003,1222,54,202,1012,478
ENSG00000115286.22,116,142.314,68.086,122.06,366.622,4605.663,262.191,215.232,990.067,435.557
ENSG00000115289.15,34,60,310,117,237,639,39,40,547,87
ENSG00000115290.12,66,121,29,76,14,151,10,11,572,20
ENSG00000115295.22,21.002,1953.129,486.492,1622.13,981.857,2261.873,309.175,143.484,1344.726,337.387
ENSG00000115297.11,0,0,0,0,0,0,0,59,3,17
ENSG00000115306.18,1407,11140,10265,6866,7310,66714,5414,2100,9467,6035
ENSG00000115307.18,115,187,657,379,1932,3161,132,292,1199,488
ENSG00000115310.20,150,12575,1798,13856.001,2288,12786,2123,750,3607,822
ENSG00000115317.14,119,218,375,207,824,2375,145,385,1761,434
ENSG00000115318.13,25,11,21,61,119,630,1,46,229,43
ENSG00000115325.15,24.999,16,18,25.001,98.999,623,10,24,252,66.999
ENSG00000115339.16,9,19,5,118,70,157,2,3,79,15
ENSG00000115350.13,9,108,224,94,516,794,32,30,75,70
ENSG00000115353.11,12,30,0,12,0,59,9,13,2,27
ENSG00000115355.19,27.997,1067.528,302.058,2316.005,373.163,3803.232,210.607,69.685,1144.452,238.967
ENSG00000115361.9,6,35.512,0,33.778,31,59.942,6,0.982,40.076,5.702
ENSG00000115363.15,9,0,0,17,4,10,0,4,2,3
ENSG00000115364.15,70,400,250,448.999,250.988,3322.999,139,246,1087,197
ENSG00000115365.14,146,2521,537,5415,444,8040,542,255,2120,423
ENSG00000115368.11,50,638,291,1548,509,1808,77,106,1810,84
ENSG00000115380.21,145,156,1512,1694,2965,10218,78,89,2735,412
ENSG00000115386.7,13,0,5,1,0,1611.999,0,0,2,0
ENSG00000115392.14,14,290.224,66.002,723.212,110.811,514.866,20,13.045,471.763,47.178
ENSG00000115414.22,65,81.476,1590,3607.096,497.299,4365.89,23,198,4925.381,247
ENSG00000115415.22,364,1056,1129,2095,1350,6522,293,458,8962,497
ENSG00000115419.15,92,3532,260,2465.539,844,3559,398,152,2289.326,129
ENSG00000115421.14,5,207.229,50.002,479.4,138.093,361.597,28.84,11.005,198.041,49
ENSG00000115423.19,41,134,0,28,6,6,3,15,8,18
ENSG00000115425.15,8,139.7,71,142,80.045,577.015,20,10,110.012,46.054
ENSG00000115446.13,68,465,179,1128,290,2118,89,182,1539,163
ENSG00000115457.11,4810.999,44.769,956,384.155,5015.053,56581.702,197.079,3286,43354.647,4288.811
ENSG00000115459.19,25,75.721,66,126.126,428.898,760.833,64.559,136,963.28,175.011
ENSG00000115461.6,4685,653,12334,1363,75838,288890,249,4469,186328,21825
ENSG00000115464.15,7,369,97,450,186,953,66,13,330.021,36
ENSG00000115468.14,106,409.037,23,1212.237,187,6164.001,665.001,103,492,822
ENSG00000115474.7,0,4,0,0,0,0,0,0,0,0
ENSG00000115484.16,127,943,822,1783,1040,5048.992,225,292,2195,431
ENSG00000115486.14,49,111.126,146.47,192.835,286.504,1118.733,26.469,98.002,1226.446,234.687
ENSG00000115488.4,0,23.845,0,35.063,16.379,18.573,9.24,2.037,36.773,9.264
ENSG00000115504.16,0,403,7,25.162,2,29,89,4,7,11
ENSG00000115507.11,0,1,0,0,23,22,5,2,108,3
ENSG00000115514.13,28,96,55,229,82,743,22,51,292,62
ENSG00000115520.10,35.001,485.532,276.016,705.969,488.94,1007.222,78.836,55,1006.301,132.6
ENSG00000115523.18,27,3,20,232,59,861,1,10,132,80
ENSG00000115524.18,387,2386.24,2526,6274.016,2592.141,10394.965,501,712,5627.51,1180.005
ENSG00000115525.19,3,22.722,18,40.177,32.461,94.721,15.171,14.326,57.685,14
ENSG00000115526.12,51,149,70,79,68,901,49,77,421,107
ENSG00000115539.16,27.066,86.27,162.98,140.579,129.341,483.867,13.694,47.411,311.916,57.322
ENSG00000115540.16,74.998,1247.951,291,1719.291,352,3106.549,184.979,268,2255.978,244
ENSG00000115541.12,84,882,924.999,2343,431,3292,141,133,1420,370
ENSG00000115548.18,63,285,1046,678,1284,3774,58,166,2050,144
ENSG00000115556.15,2,17,83,14,31,87,12,8,752,11
ENSG00000115561.17,163,1099,702,659,1036,3768,251,249,1499,252
ENSG00000115568.17,54,85,75,35,406.606,1078.628,81,136,722.004,253
ENSG00000115590.15,1,8,14,102,150,66,3,9,52,41
ENSG00000115592.14,0,0,0,7.321,0,4.871,2.652,0.712,8.478,0
ENSG00000115593.16,0,10,0,1,0,36,6,0,0,0
ENSG00000115594.13,5,61,16,405.145,390.001,244.016,21,15,64.068,2
ENSG00000115596.4,0,0,0,0,0,3,4,0,8,1
ENSG00000115598.11,0,5,0,6,3,3,1,2,5,0
ENSG00000115602.18,0,0,0,0,0,0,0,0,0,0
ENSG00000115604.13,0,7,3,41,29,6,2,2,12,4
ENSG00000115607.11,0,4,3,33,3,17,0,1,6,0
ENSG00000115616.4,0,34,0,5,0,5,2,0,0,0
ENSG00000115641.20,64,223.554,512.77,441.696,210.04,321.109,128.403,57,775.789,59.543
ENSG00000115648.15,0,0,0,10,12,19,3,1,13,2
ENSG00000115649.17,76,166,191,244,700,4492,110,140,1003,227
ENSG00000115652.16,43,249,51,280,218,1417,154,93,341,154
ENSG00000115657.15,19,102,128,66,195,508,38,50,652.016,123
ENSG00000115661.15,38,99,154,138,122.999,830,41,42,616,102
ENSG00000115665.10,0,1,0,0,0,0,0,0,0,0
ENSG00000115677.19,339,1238.852,2950,2510.002,2135.678,10665.006,384.999,710,12243,885
ENSG00000115685.16,18,438,109,283,131,622,139,25,198,49
ENSG00000115687.15,3,33.795,6,21.416,56.565,69.667,12.998,33.004,140.956,45
ENSG00000115694.16,267,513.838,295.004,170.046,840.034,5486.111,393.395,141,1568.299,689.85
ENSG00000115705.23,0,0,0,0,0,0,0,0,0,0
ENSG00000115718.19,15,15,0,1,0,99,2,6,26,17
ENSG00000115738.11,66,731,1774,1040.999,1213,6302,94,33,4491.999,265
ENSG00000115750.18,44,164,63,224,166,712,38,54,380,68
ENSG00000115756.14,74.381,489.381,57.902,210.984,364.06,1296.088,301.381,80.699,662.863,261.155
ENSG00000115758.15,244,315,1238,793,493,7587,84,314,2208,591
ENSG00000115760.16,34,432,381,1032,557,1405.003,83,51,904.984,135
ENSG00000115761.18,57,1580.211,348.011,1185.631,599.3,2646.572,152.558,328.988,2053.268,177.917
ENSG00000115762.18,223.939,1674.054,575.171,1441.98,717.215,6056.521,389.964,383.928,2593.459,695.718
ENSG00000115806.14,55,158,111,288,253,936,88,75,540,134
ENSG00000115808.14,19,348,170,1356.115,180,1481,112,25,262,90
ENSG00000115816.16,29,94.949,205,334,333,860,18,25,426.986,95
ENSG00000115825.12,58.063,499.248,297.755,1330.716,553.536,1996.62,61.01,110.726,1519.077,190.865
ENSG00000115827.15,4,169,66.874,149,14.887,265,24,20.137,78.415,16
ENSG00000115828.18,6,117,50,142,30,180,16,9,76,10
ENSG00000115839.21,95.28,1139.075,646.756,1386.555,1265.195,3125.678,246.49,209.417,1760.972,433.419
ENSG00000115840.15,4.5,253,29.5,118.696,61.483,339.105,55.293,4,129,16
ENSG00000115841.22,0,8,0,0,0,3,0,0,0,0
ENSG00000115844.11,12,9,12,0,11,34,6,2,23,100
ENSG00000115850.10,0,0,0,1,0,0,0,3,0,0
ENSG00000115866.12,105,736,2205,1508,1808,5349,131,171,2261,558
ENSG00000115875.20,156,1106,837.001,2198.001,1296,4298.001,227,420.999,3060,450
ENSG00000115884.12,22,0,18,0,51,402,1,27,931,32
ENSG00000115896.17,24,656,23,2828,16,1593,141,80,56,235
ENSG00000115902.12,137,1575.946,142.962,623.692,568.144,2369.042,327,200,555.23,541
ENSG00000115904.16,5,228.098,45.661,397.429,279.326,502.053,36.828,19.821,467.74,113.391
ENSG00000115919.16,0,6.625,5.003,50.362,11.95,20.909,0,2,11.711,1.095
ENSG00000115934.11,0,0,0,0,0,0,0,0,0.937,1.947
ENSG00000115935.20,114,192.339,319,1185.014,538,4321.626,66.083,223,2184.04,151.144
ENSG00000115942.10,8,63,35,133,126,278,20,23,347,26
ENSG00000115944.16,22,635,292,820,201,1042,70,38,482,81
ENSG00000115946.9,22,122,166,176.306,191.951,785.028,29,82,579.454,64.009
ENSG00000115947.15,0,180.975,8.106,94.363,40.848,92.11,16.058,0,195.153,10.564
ENSG00000115956.10,5,25,26,226,121,242,3,6,79,58
ENSG00000115963.15,129,315,2369,510,742,3511,33,103,4197,1305
ENSG00000115966.19,73,1467,454,1384,540,2299,106,64,1020,173
ENSG00000115970.20,16,106.914,94,256.898,359.005,623.949,37,13,88.002,125.938
ENSG00000115977.22,6.037,1459.743,21.024,141.862,48.203,285.672,243.891,18.257,101.92,67.623
ENSG00000115993.14,39,718,799,3420,750,2633,154,84,921,153
ENSG00000115998.9,9,110.294,64,88,122.452,294.067,19,13,158.807,18
ENSG00000116001.18,83,389,166,1571,696,1490,75,174,1357,171
ENSG00000116005.13,65.001,793.593,78.247,993.712,257.988,2796.961,209.952,94.659,1009.846,198.131
ENSG00000116014.11,0,0,0,0,23,75,0,0,3,17
ENSG00000116016.15,16,309,468,260,1090,4240.001,130,52,578,105
ENSG00000116017.12,32,64.737,97.658,45.001,441.206,414.913,42.019,47,746.947,235
ENSG00000116030.18,204.233,2018.125,696.924,3038.611,1522.255,6143.503,385.853,555,3576.428,539.474
ENSG00000116031.9,7,1,28,0,22,11,0,15,7,29
ENSG00000116032.5,0,0,0,0,2,1,0,2,11,1
ENSG00000116035.4,15.111,0,0,0,12.521,103.491,1,27.027,12.117,17.125
ENSG00000116039.14,11.889,3,87,8,227.479,175.509,0,33.973,67.883,86.874
ENSG00000116044.18,256,364.781,1008.563,1014.922,1353.823,8004.731,123.289,451,5299.827,360.417
ENSG00000116062.20,39,197.812,145,588.289,410.445,1579.488,53.996,58,644.334,297.611
ENSG00000116095.12,38,389.17,286,329.076,523.032,1732.241,102.999,193.999,3490.272,195
ENSG00000116096.8,23,33,67,30,304,442,44,68,285,61
ENSG00000116106.13,26,1005,29,187,1254,1267,278,22,284,58
ENSG00000116117.20,34,36,122,102,157,1031,12,13,228,53
ENSG00000116120.12,31,654,309,792.024,292.065,1091,49,29,369.128,111.057
ENSG00000116127.20,11,87.603,46,203.985,271.773,518.039,33.979,37.004,129.825,91.472
ENSG00000116128.12,36,59,34,36,100,489,37,75,358,135
ENSG00000116132.12,1,0,9,22,21,103,1,2,63.001,5
ENSG00000116133.14,7,351,25,817,67,738,117,38,83,106
ENSG00000116138.14,18,277.53,99,321,217,780,88,43,399.003,162
ENSG00000116141.18,37,1999.028,384.008,354.082,363.046,2421.22,169.026,145.453,1247.901,126.014
ENSG00000116147.19,71,882.205,3,398.412,81.305,2931.024,326.993,183.964,11.006,1557.754
ENSG00000116151.15,8,29,23,4,206.926,168.008,21,5,172.001,18
ENSG00000116157.6,34,21,66,123,205,1053,14,89,367,67
ENSG00000116161.19,81,931,504,661,622.885,2104,288,146,733,420
ENSG00000116171.20,57,1263,321,1011,372,2048,188,83,956,154
ENSG00000116176.8,0,0,0,0,0,0,0,0,0,0
ENSG00000116183.11,1,21,17,27,290,58,0,0,2,24
ENSG00000116191.20,3,115.072,16.249,137.768,16.045,163.935,7.242,23.672,8.463,41.319
ENSG00000116194.14,1,42,23,139,0,340,0,5,1,11
ENSG00000116198.15,59,272.247,307.595,427.806,517.977,1780.094,186.807,90.002,756.818,225.409
ENSG00000116199.13,26,443.976,146,256,112,894.103,111,84,472.104,162.003
ENSG00000116205.15,21,77.041,55.007,134.504,95.728,528.361,21.503,53.029,274.723,80.677
ENSG00000116209.13,149,1524.335,623.686,3825.433,313.501,6588.383,317,289.001,1551.167,322.203
ENSG00000116212.17,20.362,67.363,165.004,141.115,184.085,633.744,17,40.037,369.927,60.037
ENSG00000116213.17,16,36,72,39,169,495,27,41,448.006,47.001
ENSG00000116218.14,0,0,0,0,0,0,0,0,0,0
ENSG00000116221.16,89,254.001,404,325,510,3401,105,254,2948,211
ENSG00000116237.17,30,177.188,54,248.774,127.538,811.603,54.073,40.551,347.86,36.574
ENSG00000116251.12,231.999,296,500,725,738,3567.001,117,325,1985,506
ENSG00000116254.18,0,285,6,0,8,44,158,0,1,4
ENSG00000116260.17,94.003,187.18,64.032,323.222,555.877,3444.029,189.187,191.788,1364.586,507.52
ENSG00000116266.12,74,882.005,190,3459.737,601.001,3001.193,122,140,1376.979,182
ENSG00000116273.7,30,49,167,27,434,1072,35,50,680,133
ENSG00000116285.14,2,15,5,6,34.015,225.057,4,2,38.004,1
ENSG00000116288.14,745.238,3787.009,3463.944,5175.384,3506.752,19982.755,1221.804,669,4651.648,1755.607
ENSG00000116299.18,3.067,273.306,12.991,112.067,87.105,138.97,94.632,10.116,177.045,73.079
ENSG00000116329.12,6.025,48.923,0,1.093,13.293,21.079,35.292,37.001,4.294,32.428
ENSG00000116337.21,35,258,118,59,548,1224,115,71,499,256
ENSG00000116350.19,203,505.081,1121,753.051,1955.132,4538.075,285.938,400,2745.957,967
ENSG00000116353.17,23,108.999,130,72,339,839,57,37,425,236
ENSG00000116396.15,3,81.003,7,6,64.002,129,124,17,162,67.356
ENSG00000116406.21,105.654,626.105,231.451,1127.032,703.956,3708.692,170.212,180.911,1092.772,510.819
ENSG00000116455.14,129,259,165,339,461,1999,112,237,476,586
ENSG00000116459.12,26,1009.38,231,1385.02,156.016,2374.829,185,94,394.616,115
ENSG00000116473.16,132,1056.944,733,3462.628,581.657,4717.956,165.967,241,955.497,354.624
ENSG00000116478.14,66,224,910,961,900,2446,82,138,1426,231
ENSG00000116489.14,141.401,1709.532,509.473,6777.701,581.425,6853.836,142.881,198.059,2930.127,320.44
ENSG00000116497.19,15.931,213.444,162.457,677.902,272.676,589.065,50.393,41.651,519.62,100.56
ENSG00000116514.18,55,305.429,137.93,335.751,411.744,1595.157,89,111,1150.054,266.882
ENSG00000116521.13,27,80,73,146,170.002,1173,33,80,553.394,142
ENSG00000116525.14,24,22,29,36,73,693,15,24,783,94
ENSG00000116539.14,48,898.989,267,790.977,831,1551.002,164,110,674.397,349
ENSG00000116544.12,21,872,5,10,18,185,658,73,18,459
ENSG00000116560.12,964.69,1145.537,313.285,2080.264,3294.517,9240.671,472.357,1333.218,1104.651,3574.998
ENSG00000116574.6,126,312,173,1085,537,6270,476,131,1050,472
ENSG00000116580.21,30.999,143,138.946,154.955,390.858,710.079,36,45,757.704,153.519
ENSG00000116584.23,62,102,372,146,464,1610,146,308,490,382
ENSG00000116586.13,272,427,459,736,984,5132,118,291,1947,524
ENSG00000116604.20,79,196,114,49,381,1665,412,143,1134,367
ENSG00000116641.19,92.002,579.334,579.996,638.883,1094.024,4542.038,93.999,75.135,1264.302,283.443
ENSG00000116649.11,335,219,282,141,789,6950,173,496,2144,457
ENSG00000116652.7,1,25,0,49,23,51,2,12,86.975,8
ENSG00000116661.12,5,142,7,55.992,8.544,657,150,10,32.068,32
ENSG00000116663.12,15.004,60.375,26.939,100.331,101.511,267.155,11.073,10.91,197.018,26.339
ENSG00000116667.16,90,661,273,156,1266.999,1779,155,204,741,342
ENSG00000116668.14,2,48,30,136,63,140,3,10,65,24
ENSG00000116670.18,196,79.014,500,91.001,363.267,1847.629,38.06,197,1539.505,262.22
ENSG00000116675.16,5,2310,162,2053,96,1515,317,29,392,43
ENSG00000116678.20,3,194.47,39,273.001,14,157,16,1,26,36
ENSG00000116679.18,128,678,689,2470,768.999,3394,185,388,3266,888
ENSG00000116685.18,191,273,731.547,579,1078.007,6425.906,102,285,2742.999,481.411
ENSG00000116688.19,204,870.544,1072.262,522.169,979.365,6021.239,371.621,374.11,2562.908,512
ENSG00000116690.14,0,0,0,0,1,1,0,0,0,0
ENSG00000116691.12,164,91,212,52,377,2197,64,214,1560,270
ENSG00000116698.23,42,305,244,410,477,1750,102,246,2393,259
ENSG00000116701.17,24,91,62,482,259,1118.001,6,43,307,148
ENSG00000116703.14,0,0,0,2,0,3,0,0,0,1
ENSG00000116704.9,27,168,97,490,247,1067,24,55,490,67
ENSG00000116711.11,14,69,41,331,76,194,9,29,158,26
ENSG00000116717.13,71,58,948,39,2014.999,4941.999,21,166,1595.998,94
ENSG00000116721.9,0,0,0,0,0,0,0,0,0,0
ENSG00000116726.5,0,0,0,0,0,0,0,0,0,0
ENSG00000116729.15,454,579,1367,1634,2526,13537,182,585,1586,466
ENSG00000116731.23,39,386,168,75,407,1112,195,64,952,59
ENSG00000116741.8,20,317,185,1139,164,1072,58,36,4013,207
ENSG00000116745.8,45,8,48,22,67,1213,1,64,10,123
ENSG00000116747.14,378,905.562,584.008,1588.021,1049.416,6626.757,179.002,338.992,1466.636,1099.011
ENSG00000116748.22,0,0,0,0,0,0,0,0,0,0
ENSG00000116750.15,7,134,19,144,58.707,221,32,21,188.851,48
ENSG00000116752.7,176,1783,1675,2125,1327,6589,234,221,3814,1091
ENSG00000116754.15,142,859,651,1923,1999.999,3678,277,412,4084.002,361
ENSG00000116761.13,7,65.725,80.775,35.497,147.404,318.62,11.876,8,85.665,23.627
ENSG00000116771.7,1,67.24,1,84.023,27.541,82.092,11.01,7.197,75.965,20.118
ENSG00000116774.13,110,78,27,745,106,1684,33,177,310,99
ENSG00000116783.16,1,0,0,4,1,3,1,0,0,2
ENSG00000116785.16,0,0,0,0,0,0,0,0,0,0
ENSG00000116786.16,96,468,249,83,1117,3408.998,493.993,137,698.996,481
ENSG00000116791.15,73,366,299,952,373,1748,61,63,266,106.982
ENSG00000116793.17,49,235,46,266,240,569,94,98,298,145
ENSG00000116809.13,56,72,161.265,49,278,1291,101,108,720,319
ENSG00000116815.17,8,68,92,504,172,499,8,24,264,18
ENSG00000116819.9,3,65,132,17,743,127,89,50,999,372
ENSG00000116824.6,5,1,1,72,10,27,0,11,22,2
ENSG00000116830.13,29,103.108,182.858,300.233,245.899,747.958,15.745,83.991,508.285,148.144
ENSG00000116833.15,4,6.212,22.001,192.774,34.997,73.298,0,33.233,62.581,8.007
ENSG00000116852.15,0,161,0,0,0,22,72,2,7,5
ENSG00000116857.18,90,570,653,495,651,6950,273,284,35820,545
ENSG00000116863.12,91,38,37,45,303,1578,48,157,747,390
ENSG00000116871.17,112,336,99,253,561,3642,306,301,1140,667
ENSG00000116874.13,5,83,62,73,91,345,20,18,154,57.955
ENSG00000116882.16,0,0,3,5,7,1,0,0,3,12
ENSG00000116885.19,10,147.138,61,51.676,216,335.771,62.617,52.907,200.96,185.024
ENSG00000116898.13,89,303.99,190.157,496.17,324.593,1416.285,101.433,184.703,702.959,173.365
ENSG00000116903.7,23,162,136,156.676,276,808,65,50,333,175
ENSG00000116906.14,18,120,74,254,119,446,31,38,137,50
ENSG00000116918.16,25,538.099,133.02,1125.795,103.001,1028.784,90,19,478.449,97.249
ENSG00000116922.16,51,164.999,99,141,187,1105.961,60,91,501.41,130.359
ENSG00000116954.9,45,133,190,364,523,1074,46,59,183,162
ENSG00000116962.16,120,44,177,493,333,1422,30,147,2083,171
ENSG00000116977.20,17,350,247,803.001,191,1087,64,12,672.009,106
ENSG00000116981.5,1,127.386,7.6,83.024,103.376,169.144,55.413,1.215,107.298,129.771
ENSG00000116983.14,4,968,5,7,17,257,192,1,2,173
ENSG00000116984.16,54.926,439.495,315.992,823.926,783.746,2229.44,105.257,137.951,1253.783,242.159
ENSG00000116985.12,14,4.109,12.001,25.58,43.969,282.367,8.87,40,140.155,91.932
ENSG00000116990.12,24,3,30,3.61,13,117,5,17,99,133
ENSG00000116991.13,96,167,199,158,754,2259,92,280,899,208
ENSG00000116996.10,0,0,0,0,0,0,0,0,0,0
ENSG00000117000.9,26,248,368,296,184,1480,56,57,589,175
ENSG00000117009.13,2,48,2,132,14,44,1,6,57,17
ENSG00000117010.18,11.582,126.143,51.995,349.558,78.033,511.242,34.513,37.684,238.371,72.992
ENSG00000117013.18,0,16,23,1,38,52,14,1,7,23
ENSG00000117016.11,5,281,5,5,26,116,279,13,17,245
ENSG00000117020.19,105,17174.858,959.423,6429.109,1154.522,5818.506,1682,721.34,2627.833,1632.007
ENSG00000117036.12,10,16,46,11,154,240,23,12,56,86
ENSG00000117054.16,10,259.103,54.413,453.521,99.416,563.351,60.989,15.138,226.424,47.235
ENSG00000117069.16,1,489,1,9,1,14,26,0,5,0
ENSG00000117090.17,1,0,0,0,2,1,0,0,1,0
ENSG00000117091.11,2,12,17,144,18,60,0,2,11,18
ENSG00000117114.22,79.85,493.736,104.336,604.777,452.31,2189.635,102.571,38.064,2289.993,56.156
ENSG00000117115.14,298,668,40,1654,144,9273.149,557,236,332,577
ENSG00000117118.13,32,228,237,358,137,748,63,85,776,161
ENSG00000117122.15,4,0,6,21,34,19,1,82,18,19
ENSG00000117133.12,24,269,322,573,241,1540,73,113,1177,75
ENSG00000117139.19,15,215.859,214.526,357.297,452.608,1068.587,37,48.03,4863.256,149.373
ENSG00000117143.15,66,331,620,605,743,2548,60,168,1440,410
ENSG00000117148.9,0,0,0,0,0,0,0,1,0,0
ENSG00000117151.14,22,310,248,1299,451,1298,28,36,1160,32
ENSG00000117152.14,0,134,2,2,0,5,24,1,0,5
ENSG00000117153.17,27,156,150,188,233,726,37,25,1865,137
ENSG00000117154.13,2,7,0,2,2,23,8,1,2,3
ENSG00000117155.18,9,981.999,68,257.001,22,444,150,11,477,50
ENSG00000117174.12,16,281.026,171.466,416.158,230.896,802.263,51,21,373.846,52
ENSG00000117215.15,0,0,0,3,0,1,0,0,0,0
ENSG00000117222.15,5,31.653,17.001,36.477,36.442,101.228,12.043,6.27,79.948,13.993
ENSG00000117226.14,0,52,326.02,281,197.007,269.033,3,1,393.032,44
ENSG00000117228.12,80.951,61.341,1681.003,534.76,4145.814,2879.35,23,47,4027.3,165.81
ENSG00000117242.7,0,0,1.208,1.048,0,2.129,0,0,0,1.03
ENSG00000117245.14,3,147,30,24,66.001,100.999,54,5,96,28
ENSG00000117262.20,28.978,640.708,177.78,540.65,277.995,1129.596,94.718,138.667,506.222,172.03
ENSG00000117266.17,37,114,55,304,592,2668,279,95,904,594
ENSG00000117280.14,33.002,153.773,158.142,228.235,217.751,1528.075,29.002,59,1096.076,92.546
ENSG00000117281.17,3.614,143.482,7.761,202.051,108.545,145.485,29.577,9.993,156.651,69.071
ENSG00000117298.16,102,524.062,2574.57,1032.007,1795.959,8233.012,257.086,384.003,5724,947.108
